COD_UNICO_ENDERECO,COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,CEP,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,CAPACIDADE,IDProd
41845736,33,3303401,330340105,33034010500,28635010,-22.259719,-42.528207,ARAS KIANGELIM,885,30
110867042,33,3304409,330440925,33044092500,27460000,-22.84741,-43.943961,,1753,31
199310187,33,3305133,330513305,33051330500,28455000,-21.354868,-41.965683,CURRAL DE TRATA DE BOI,1193,32
110865872,33,3304102,330410215,33041021500,28398000,-20.802028,-41.903694,SECADOR DE CAFE,1260,33
199250873,33,3305901,330590110,33059011000,28750000,-22.127769,-42.203629,FAZENDA NOSSA SENHORA DE LURDES,1813,34
198507618,33,3304102,330410210,33041021000,28398000,-20.886932,-41.945874,GALPAO,664,35
110858388,33,3300100,330010015,33001001500,23930000,-22.908792,-44.28478,,1416,36
197070909,33,3300506,330050620,33005062000,28660000,-22.250234,-42.35024,PLANTACAO DE FLORES,675,37
99221111,33,3304300,330430005,33043000500,28800000,-22.789252,-42.642651,SITIO,1603,38
197725425,33,3301108,330110810,33011081000,28500000,-21.759917,-42.25067,NAO IDENTIFICADO,1365,39
40144741,33,3300209,330020915,33002091500,28974810,-22.752791,-42.245948,GADO BOVINO PROPR PAULINHO DO ACOUQUE,1795,40
112934793,33,3305802,330580215,33058021500,25980330,-22.268777,-42.912593,,61,41
98851353,33,3304805,330480520,33048052000,28400000,-21.535346,-41.679299,SITIO,1478,42
113137511,33,3305703,330570310,33057031000,28637000,-22.19497,-42.673468,,1573,43
47065124,33,3305208,330520805,33052080509,28943794,-22.821998,-42.04751,FASENDA,1050,44
112801448,33,3302106,330210625,33021062500,28595000,-21.63134,-41.967584,CURRAL DE BOI,590,45
98980627,33,3305133,330513305,33051330500,28455000,-21.375963,-41.930095,CRIACAO DE GADO,1667,46
198918484,33,3304805,330480520,33048052000,28400000,-21.59746,-41.546159,CURRAL,289,47
110862363,33,3302056,330205605,33020560500,28250000,-21.410266,-41.639564,,271,48
202091953,33,3301009,330100955,33010095500,28178000,-21.334869,-41.39076,CURRAL,811,49
113564945,33,3300803,330080305,33008030500,28680000,-22.483566,-42.851006,,1109,50
198791844,33,3304706,330470605,33047060500,28470000,-21.55829,-42.194824,FAZENDA LIBERDADE,1742,51
112836644,33,3304607,330460720,33046072000,28777000,-21.93688,-41.739668,,847,52
197678337,33,3301009,330100950,33010095000,28140000,-21.970236,-41.234213,DECIL RIBEIRO GOMES,1731,53
112727701,33,3304102,330410215,33041021500,28398000,-20.807318,-41.918953,,80,54
98751363,33,3303906,330390615,33039061500,25770220,-22.375212,-43.046854,PLANTAS ORNAMENTAIS HORTALICAS VACAS,735,55
110859525,33,3300605,330060505,33006050500,28360000,-21.14897,-41.766194,,832,56
110861939,33,3301801,330180110,33018011000,26650000,-22.494972,-43.591338,,330,57
41942601,33,3303401,330340135,33034013500,28616116,-22.331705,-42.354125,,100,58
113044526,33,3301009,330100970,33010097000,28120000,-21.939583,-41.638658,CURAL4,979,59
41970909,33,3302056,330205605,33020560500,28250000,-21.416394,-41.583696,SITIO,1920,60
110871061,33,3306206,330620630,33062063000,27770000,-22.336346,-43.518352,ESTUFA,1388,61
201934806,33,3300936,330093605,33009360501,27998000,-22.149009,-41.66353,SITIO SAO FRANCISCO,498,62
112533758,33,3305133,330513305,33051330500,28455000,-21.330578,-41.968749,CURRAL DO ZE CARLOS,985,63
42022386,33,3302106,330210615,33021061500,28570000,-21.682563,-41.969803,CURRAL,1060,64
112834918,33,3304607,330460710,33046071000,28770000,-22.031792,-42.130166,,800,65
46858546,33,3305554,330555405,33055540500,23893835,-22.714461,-43.680065,,1292,66
197633850,33,3303401,330340115,33034011500,28635990,-22.315345,-42.639174,SEM DENOMINACAO,42,67
98936358,33,3301009,330100955,33010095500,28021240,-21.229626,-41.417978,LEITE,193,68
99132733,33,3301157,330115710,33011571000,28180000,-21.493424,-41.507453,GADO,1874,69
110860952,33,3301207,330120705,33012070500,28640000,-21.864204,-42.57923,,1743,70
98942954,33,3301009,330100965,33010096500,28140000,-21.892611,-41.163511,CURRAL,697,71
197204610,33,3301009,330100920,33010092000,28020887,-21.882628,-41.619629,CURAL,31,72
110860666,33,3301108,330110805,33011080500,28500000,-21.981908,-42.355049,HORTO MUNICIPAL VEREADOR JOSE MARIA HUGUENIN,604,73
98689680,33,3300209,330020915,33002091500,28974795,-22.743651,-42.274562,,1460,74
110547724,33,3304805,330480520,33048052000,28400000,-21.563194,-41.7322,,288,75
110870935,33,3306156,330615605,33061560500,28375000,-20.831282,-41.757379,,1409,76
110868290,33,3305133,330513305,33051330500,28455000,-21.340293,-41.918142,,1139,77
110506182,33,3303401,330340115,33034011500,28635990,-22.320253,-42.647085,,395,78
198507317,33,3304102,330410210,33041021000,28396000,-20.868206,-41.94073,TUIA DE CAFE,727,79
220602442,33,3303955,330395505,33039550500,27197000,-22.52071,-43.994197,ORTAS,84,80
198536257,33,3304201,330420105,33042010500,27540552,-22.606794,-44.536511,FAZENDA RIBEIRAO,151,81
99081192,33,3305604,330560410,33056041000,28820000,-22.459904,-42.400351,CURRAL,1004,82
98997831,33,3305802,330580210,33058021000,25985010,-22.177684,-42.752977,PRODUTOR,1705,83
113046026,33,3301009,330100935,33010093500,28175000,-21.320444,-41.32833,,881,84
98756008,33,3304904,330490410,33049041000,24738796,-22.844842,-42.919287,PLANTACAO DE CANA MANGA CAJU LARANJA ETC,1001,85
112808294,33,3302106,330210625,33021062500,28570000,-21.650761,-42.015173,CURRAL,461,86
197629672,33,3304102,330410205,33041020500,28390000,-21.008012,-42.087835,CURRAL,829,87
110868716,33,3305158,330515805,33051580500,25780000,-22.135043,-42.901569,GALINHA POEDEIRA,37,88
112900308,33,3303401,330340115,33034011500,28635583,-22.266013,-42.664485,,1410,89
41983729,33,3302403,330240325,33024032500,27980000,-22.257894,-41.981511,BAIA DE ANIMAIS,1653,90
112897118,33,3303401,330340115,33034011500,28630991,-22.353539,-42.632414,,219,91
110862477,33,3302056,330205605,33020560500,28250000,-21.469875,-41.735438,,612,92
197506325,33,3300605,330060510,33006051000,28360000,-20.991589,-41.783408,DEPOSITO DE CAFE,369,93
110862757,33,3302205,330220505,33022050500,28300000,-21.264488,-41.855042,,421,94
40154288,33,3300407,330040705,33004070506,27336250,-22.563177,-44.115682,CURRAL,1227,95
110870712,33,3306107,330610720,33061072000,27650000,-22.167647,-43.885517,,1577,96
96717017,33,3305307,330530707,33053070700,28550000,-21.80256,-41.973752,CURRAL DE BOI E CRIACAO DE SUINO,557,97
197216165,33,3301009,330100930,33010093000,28020889,-21.663643,-41.559447,CURRAL,901,98
197177115,33,3301009,330100940,33010094000,28120000,-21.935864,-40.990511,PLANTACAO,1831,99
112941551,33,3305802,330580215,33058021500,25980180,-22.328203,-42.920845,,542,100
110862280,33,3302007,330200705,33020070500,23830250,-22.857262,-43.835627,,163,101
196787019,33,3301009,330100980,33010098000,28175000,-21.52471,-41.249708,CRIACAO D3 PORCOS,155,102
112893064,33,3303401,330340125,33034012500,28615000,-22.33743,-42.247553,,1750,103
113040570,33,3301009,330100955,33010095500,28020842,-21.388743,-41.455841,,674,104
99244220,33,3304409,330440905,33044090500,27460000,-22.814637,-44.110108,PECUARIA,899,105
99107176,33,3302403,330240315,33024031500,27910000,-22.373056,-42.071274,,1527,106
98973660,33,3303807,330380705,33038070500,23970000,-23.201722,-44.796783,SITIO,129,107
42022518,33,3302106,330210615,33021061500,28570000,-21.734491,-42.044232,TANQUE DE LEITE,945,108
112940995,33,3305802,330580210,33058021000,25995630,-22.223492,-42.744157,,1351,109
41519086,33,3301009,330100930,33010093000,28125000,-21.797501,-41.59514,LARANJA MANGA LIMAO GRAVIOLA ACEROLA GALINHA GADO PORCO,381,110
112805103,33,3302106,330210620,33021062000,28575000,-21.731293,-42.183866,CELEIRO PEQUENO DE ALIMENTOS,9,111
110861490,33,3301603,330160310,33016031000,28650000,-21.939201,-42.519599,,50,112
113123810,33,3304805,330480520,33048052000,28400000,-21.588467,-41.664072,,1207,113
110861313,33,3301504,330150405,33015040500,28540000,-22.048195,-42.355475,,4,114
42544094,33,3303104,330310407,33031040700,28380000,-20.987106,-41.82976,CURRAL,1349,115
113143070,33,3305703,330570315,33057031500,28637000,-22.168803,-42.636307,,1938,116
112827435,33,3301108,330110810,33011081000,28525000,-21.839642,-42.226803,,638,117
110870319,33,3305901,330590125,33059012500,28755000,-22.027088,-42.170946,,212,118
197009093,33,3300605,330060520,33006052000,28365000,-21.036765,-41.803213,CURRAL,928,119
197166886,33,3301009,330100915,33010091500,28115000,-21.916696,-41.466263,PRODUCAO DE GADO PRA CORTE,814,120
112719492,33,3300902,330090207,33009020700,28430000,-21.422691,-41.897178,GALPAO DE TOMATE,1434,121
198114603,33,3304524,330452405,33045240500,28890001,-22.45043,-41.913039,CHIQUEIRO,911,122
197937307,33,3302106,330210620,33021062000,28570000,-21.724909,-42.16685,CURRAL DE BOI,1644,123
110573021,33,3303708,330370820,33037082000,25850000,-22.229508,-43.344465,,337,124
110868538,33,3305158,330515805,33051580500,25780000,-22.150172,-42.944792,,1297,125
110863005,33,3302304,330230405,33023040500,28350000,-21.211688,-42.06036,CURRAL,241,126
110866235,33,3304151,330415105,33041510500,28735000,-22.126457,-41.357445,,1704,127
46595513,33,3305901,330590110,33059011000,28750000,-22.091644,-42.271414,CASSIANO,1302,128
41519315,33,3301009,330100930,33010093000,28020886,-21.826548,-41.732185,CURRAL,730,129
204701956,33,3304805,330480505,33048050500,28400000,-21.764349,-41.802709,LAVOURA,1938,130
197506073,33,3300605,330060510,33006051000,28360000,-20.997866,-41.78631,DEPOSITO,124,131
112645729,33,3306107,330610725,33061072500,27650000,-22.181945,-43.79374,,137,132
42537066,33,3303005,330300510,33030051000,28460000,-21.443272,-42.091361,FAZENDA BOA ESPERANCA,982,133
110862265,33,3302007,330200705,33020070500,23830250,-22.844725,-43.834192,,952,134
110868279,33,3305133,330513305,33051330500,28455000,-21.384419,-41.903454,,706,135
110868965,33,3305307,330530707,33053070700,28555000,-21.758057,-42.016886,,1345,136
99161172,33,3302403,330240315,33024031500,27910000,-22.394073,-42.069367,,974,137
46803965,33,3306107,330610705,33061070500,27600000,-22.317356,-43.725938,CURRAL,138,138
112825307,33,3301108,330110810,33011081000,28500000,-21.856541,-42.330355,,1435,139
198543402,33,3304151,330415105,33041510500,28735000,-22.064788,-41.466498,NAO IDENTIFICADO,1673,140
110859485,33,3300605,330060505,33006050500,28360000,-21.109519,-41.739332,,244,141
198115179,33,3304524,330452405,33045240500,28890001,-22.439866,-41.892716,GALPAO ANIMAIS,1526,142
199497883,33,3304805,330480515,33048051500,28400000,-21.668243,-41.88066,CURRAL,1080,143
110861237,33,3301405,330140505,33014050500,28740000,-22.128071,-41.871057,,959,144
112934868,33,3305802,330580215,33058021500,25966111,-22.175382,-42.780296,COUVES,19,145
199342694,33,3305406,330540625,33054062500,25884000,-22.096132,-42.825797,CRIACAO DE GADO,1227,146
197204848,33,3301009,330100920,33010092000,28020888,-21.8626,-41.624308,PLATACAO DE MILHO,1125,147
112720009,33,3300902,330090210,33009021000,28430000,-21.492591,-41.990309,BOA ESPERANCA,1719,148
110869522,33,3305554,330555405,33055540500,23893890,-22.666504,-43.684199,,1915,149
198848349,33,3305802,330580210,33058021000,25995290,-22.294123,-42.78088,CASA CHAPISCADA,1574,150
110009945,33,3303906,330390620,33039062000,25770250,-22.313657,-43.090575,,1214,151
110861576,33,3301603,330160310,33016031000,28650000,-21.955955,-42.554367,,748,152
110860125,33,3300936,330093605,33009360503,27998000,-22.153416,-41.591339,,1041,153
46597788,33,3305901,330590120,33059012000,28765000,-22.157914,-42.139031,SITIO PONTE NOVA,1544,154
197048591,33,3302106,330210615,33021061500,28570000,-21.744551,-42.034439,CURRAL DE BOI,824,155
199835509,33,3306156,330615605,33061560500,28375000,-20.862577,-41.898307,FAZENDA JACUTINGA,595,156
113565006,33,3300803,330080305,33008030500,28680000,-22.599324,-42.902854,,490,157
112735881,33,3305901,330590120,33059012000,28765971,-22.190978,-42.163429,,1427,158
110864056,33,3303005,330300505,33030050500,28460000,-21.378898,-42.212241,,1303,159
46835217,33,3305158,330515805,33051580500,25780000,-22.174768,-42.969622,GALINHEIRO,757,160
112735834,33,3305901,330590120,33059012000,28765971,-22.180133,-42.158714,,1775,161
197008984,33,3300605,330060520,33006052000,28360000,-21.077284,-41.811596,TULHA,870,162
112728451,33,3304102,330410215,33041021500,28390000,-20.834793,-41.91321,,551,163
113128910,33,3304805,330480510,33048051000,28400000,-21.721559,-41.905698,,1085,164
98932170,33,3300506,330050620,33005062000,28660000,-22.184906,-42.410781,SITIO DOIS IRMAOS,1882,165
112843052,33,3304706,330470625,33047062500,28470000,-21.633097,-42.218879,,1117,166
40623336,33,3300803,330080305,33008030500,28680000,-22.568756,-42.839022,CURRAL,856,167
110497624,33,3304755,330475505,33047550500,28230000,-21.535811,-41.15617,,1326,168
41942595,33,3303401,330340135,33034013500,28616116,-22.333302,-42.352217,PLANTACAO DE INHAME,1893,169
110869800,33,3305703,330570305,33057030500,28637000,-22.084538,-42.71628,,535,170
43272045,33,3304409,330440915,33044091500,27475000,-22.789068,-44.176465,AGROPECUARIO,34,171
113049679,33,3301009,330100955,33010095500,28165000,-21.28049,-41.31874,,807,172
199637990,33,3305000,330500030,33050003000,28200000,-21.888147,-41.121474,SEM NOME,889,173
199393301,33,3306156,330615605,33061560500,28375000,-20.918424,-41.876515,SECADOR DE CAFE,1862,174
110506432,33,3303401,330340135,33034013500,28633317,-22.317522,-42.409048,,367,175
199828424,33,3306107,330610715,33061071500,27600000,-22.260998,-43.951391,SITIO SAO PEDRO,906,176
110862018,33,3301900,330190010,33019001000,24800001,-22.819548,-42.85679,,1955,177
197237580,33,3301009,330100915,33010091500,28115000,-21.988603,-41.522101,CRIACAO DE ANIMAIS,506,178
223157001,33,3305802,330580210,33058021000,25995520,-22.246239,-42.744566,HORTALICAS,179,179
112894519,33,3303401,330340125,33034012500,28633317,-22.392016,-42.332604,,620,180
199250459,33,3305133,330513305,33051330500,28455000,-21.349293,-41.957953,CURRAL,1208,181
41514459,33,3301009,330100915,33010091500,28115000,-22.04293,-41.57534,CRIACAO DE GADO,1434,182
110071734,33,3305307,330530710,33053071000,28550000,-21.820676,-42.082217,,1438,183
98803366,33,3300936,330093605,33009360503,27998000,-22.133498,-41.631865,,1162,184
113049847,33,3301009,330100970,33010097000,28120000,-21.901997,-41.687136,CURAL,1543,185
198920872,33,3304805,330480525,33048052500,28400000,-21.503376,-41.702996,POMAR DIVERSAS FRUTAS,255,186
197999341,33,3303708,330370810,33037081000,25850000,-22.331354,-43.298847,ESTUFA DE TOMATE,353,187
202081344,33,3301009,330100930,33010093000,28020884,-21.740635,-41.603678,CURRAL,1011,188
198010504,33,3302403,330240305,33024030503,27910000,-22.257688,-41.732268,SITIO,545,189
112733821,33,3305901,330590120,33059012000,28765972,-22.291929,-42.262969,,1157,190
197818744,33,3303401,330340130,33034013000,28634438,-22.185636,-42.566734,SITIO JANELA DAS ANDORINHAS,1476,191
113218334,33,3304755,330475515,33047551500,28230000,-21.432008,-41.201513,,316,192
98952232,33,3305802,330580210,33058021000,25995490,-22.217238,-42.769741,PRODUCAO AGRICOLA,664,193
110866725,33,3304300,330430010,33043001000,28810000,-22.777242,-42.533077,,1865,194
41592787,33,3301009,330100950,33010095000,28140000,-21.949662,-41.208345,SEM NOME,572,195
113115835,33,3302205,330220515,33022051500,28300000,-21.13596,-42.162705,,333,196
110114865,33,3303104,330310407,33031040700,28380000,-20.984391,-41.84618,,467,197
110863122,33,3302304,330230405,33023040500,28350000,-21.214858,-42.079187,,221,198
199637910,33,3305000,330500030,33050003000,28200000,-21.8786,-41.144734,SEM NOME,1094,199
107563617,33,3300605,330060505,33006050500,28360000,-21.143223,-41.717932,CURRAL,1666,200
204721226,33,3304805,330480515,33048051500,28400000,-21.616696,-41.902245,LAVOYRA,1677,201
112632740,33,3303856,330385605,33038560500,26950000,-22.395343,-43.34971,,962,202
98776570,33,3303906,330390615,33039061500,25770220,-22.384124,-43.062837,PLATACAO DE MILHO,855,203
110417022,33,3301009,330100940,33010094000,28020887,-21.985168,-40.998067,,1867,204
42213206,33,3302205,330220525,33022052500,28300000,-21.199362,-41.754126,CURRAL DE BOI,639,205
112735751,33,3305901,330590110,33059011000,28757000,-22.204339,-42.261873,CURRAL,936,206
110498087,33,3304755,330475515,33047551500,28230000,-21.296442,-41.233689,FAZENDA DESERTO FELIZ,1127,207
46190815,33,3304706,330470620,33047062000,28470000,-21.532467,-42.114666,SITIO DUARTE,1122,208
112802699,33,3302106,330210620,33021062000,28580000,-21.758576,-42.14026,,1123,209
197284622,33,3301603,330160310,33016031000,28655000,-22.105576,-42.439438,CURRAL,1344,210
98758920,33,3304805,330480510,33048051000,28400000,-21.733556,-41.871415,,1953,211
98814056,33,3300159,330015905,33001590500,28495000,-21.664928,-42.180762,CURRAL,1742,212
109666268,33,3302403,330240327,33024032700,27910000,-22.245771,-42.133926,SEM DENOMINACAO,1176,213
110863899,33,3302908,330290810,33029081000,26900000,-22.536556,-43.486259,,903,214
221304939,33,3300951,330095105,33009510500,25870000,-22.034221,-43.219561,SITIO DO WALTER LAVINAS,1490,215
113040110,33,3301009,330100980,33010098000,28175000,-21.575018,-41.364313,FAZENDA,581,216
199285606,33,3306206,330620610,33062061000,27770000,-22.246393,-43.425405,FAZ REUNIDAS,1968,217
110860736,33,3301157,330115705,33011570500,28180000,-21.547709,-41.564619,,945,218
113218132,33,3304755,330475515,33047551500,28230000,-21.404883,-41.109512,,1680,219
110499010,33,3305802,330580215,33058021500,25964007,-22.266688,-42.925145,,983,220
110547701,33,3304805,330480505,33048050500,28400000,-21.668924,-41.743701,,994,221
112837359,33,3304607,330460720,33046072000,28777000,-21.952947,-41.811614,,694,222
46858537,33,3305554,330555405,33055540500,23893835,-22.673761,-43.678015,SITIO,1724,223
110870578,33,3306107,330610705,33061070500,27600000,-22.182637,-43.698561,,1929,224
113138496,33,3305703,330570325,33057032500,28637000,-22.142797,-42.739393,LAVOURA,1587,225
110149979,33,3305406,330540615,33054061500,25882000,-21.907473,-42.73273,,1413,226
110868785,33,3305208,330520805,33052080500,28945320,-22.732536,-42.109856,,1422,227
110864811,33,3303609,330360905,33036090500,26600000,-22.647653,-43.807542,,145,228
110076965,33,3304706,330470650,33047065000,28470000,-21.648034,-42.337291,,1257,229
112631827,33,3303856,330385605,33038560500,26950000,-22.34532,-43.487571,LAVOURA VAGEM,572,230
197216011,33,3301009,330100930,33010093000,28125000,-21.701902,-41.637617,CURRAL,502,231
110865432,33,3303906,330390620,33039062000,25610237,-22.313683,-43.090583,,449,232
113045629,33,3301009,330100930,33010093000,28125000,-21.702941,-41.572671,FLUTEIRAS TEM BOI TEM CURRAU PLANTACAO DE BATATA AIPIM,1924,233
223955528,33,3301009,330100930,33010093000,28125000,-21.78051,-41.586208,ACEROLA LARANJA MANGA CARAMBOLA,423,234
112838429,33,3304607,330460720,33046072000,28777000,-22.028392,-41.782542,,1719,235
110864375,33,3303401,330340115,33034011500,28630990,-22.255818,-42.65565,TS ESTUFAS,1246,236
199094213,33,3304706,330470640,33047064000,28470000,-21.571135,-42.258042,SEM NOME,1831,237
196513744,33,3300308,330030820,33003082000,27165000,-22.360193,-44.006952,SITIO,930,238
110123200,33,3300936,330093605,33009360501,27998000,-22.183405,-41.644329,,1302,239
110572611,33,3301900,330190019,33019001900,24846005,-22.83065,-42.786758,,1179,240
113057685,33,3301009,330100950,33010095000,28140000,-21.990247,-41.202147,SEM NOME,975,241
112637883,33,3304409,330440915,33044091500,27475000,-22.893543,-44.196825,,1414,242
110870946,33,3306206,330620610,33062061000,27770000,-22.248889,-43.406152,SANTA HELENA,790,243
112845789,33,3304706,330470630,33047063000,28470000,-21.437915,-42.004912,,1108,244
99055465,33,3305802,330580215,33058021500,25964007,-22.27153,-42.958011,PRODUTOR,9,245
110121465,33,3300308,330030805,33003080500,27113000,-22.419302,-43.769508,SITIO,1239,246
110417028,33,3301009,330100930,33010093000,28110000,-21.693353,-41.652239,,1861,247
42024652,33,3302106,330210620,33021062000,28580000,-21.706661,-42.220733,PAIOL,987,248
98823576,33,3303906,330390623,33039062300,25770220,-22.313789,-43.088039,HORTALICA,1009,249
96727968,33,3305752,330575205,33057520500,24890000,-22.779001,-42.73911,CULTIVO DE LARANJA,1763,250
112509396,33,3302403,330240340,33024034000,27966687,-22.264193,-42.182401,,1278,251
197102864,33,3302403,330240305,33024030502,27979000,-22.25326,-41.809172,SITIO VALE VERDE,451,252
197236985,33,3301009,330100915,33010091500,28115000,-21.966086,-41.509228,CRIACAO DE GADO,1244,253
196785158,33,3300506,330050620,33005062000,28664000,-22.275013,-42.38403,LAVOURA,1122,254
110862153,33,3302007,330200715,33020071500,23812145,-22.723508,-43.825193,,737,255
197886118,33,3303104,330310405,33031040500,28380000,-21.004572,-41.947956,CURRAL,1523,256
197464580,33,3302106,330210615,33021061500,28570000,-21.731023,-42.01136,CURRAL DE VACAS LEITEIRAS,1659,257
110863039,33,3302304,330230405,33023040500,28350000,-21.22124,-42.050431,,808,258
46225574,33,3304706,330470625,33047062500,28470000,-21.626642,-42.196567,NEUZA,101,259
112501364,33,3300209,330020910,33002091000,28986680,-22.799058,-42.428737,,917,260
110866775,33,3304409,330440915,33044091500,27475000,-22.817626,-44.206967,,269,261
99046318,33,3301157,330115705,33011570500,28180000,-21.583085,-41.487993,RESFRIADOR DE LEITE,429,262
113037809,33,3301009,330100980,33010098000,28020884,-21.592073,-41.257944,,1054,263
40750908,33,3300936,330093605,33009360501,27998000,-22.20889,-41.664117,FAZENDA DE MARCINHO,831,264
41592519,33,3301009,330100950,33010095000,28140000,-22.003696,-41.217831,SEM NOME,1964,265
42537045,33,3303005,330300510,33030051000,28460000,-21.415352,-42.071952,CRIACAO DE GADO DE CORTE,442,266
41164836,33,3300605,330060530,33006053000,28360000,-21.273272,-41.584708,SITIO,542,267
113219621,33,3304755,330475515,33047551500,28230000,-21.32508,-41.061969,,842,268
110113984,33,3300209,330020910,33002091000,28974795,-22.76754,-42.437404,JOAO ALEIXO,1013,269
199088596,33,3304706,330470605,33047060500,28470000,-21.491345,-42.214133,CURRAL DE ANIAMIS,1321,270
199833047,33,3306156,330615605,33061560500,28375000,-20.832338,-41.810254,CURRAL,1454,271
99062691,33,3303609,330360905,33036090500,26600000,-22.609606,-43.756213,SITIO,1763,272
112836709,33,3304607,330460720,33046072000,28777000,-21.988736,-41.808207,,1928,273
110506244,33,3303401,330340115,33034011500,28605727,-22.287814,-42.654254,,508,274
110861484,33,3301603,330160310,33016031000,28655000,-22.112189,-42.445387,,1575,275
110121480,33,3300308,330030825,33003082500,27155000,-22.486788,-43.915613,,447,276
99055488,33,3305802,330580215,33058021500,25964007,-22.272861,-42.961035,,1810,277
113036041,33,3301009,330100955,33010095500,28160000,-21.240648,-41.402963,,1141,278
112696578,33,3305406,330540625,33054062500,25884000,-22.109091,-42.763716,,719,279
110871220,33,3306305,330630505,33063050500,27258602,-22.41538,-44.044064,,81,280
110859154,33,3300407,330040705,33004070500,27320400,-22.503053,-44.190975,,941,281
112803493,33,3302106,330210615,33021061500,28570000,-21.66219,-41.939983,,1750,282
112895382,33,3303401,330340115,33034011500,28635990,-22.307215,-42.628289,,1852,283
113040600,33,3301009,330100955,33010095500,28165000,-21.386109,-41.460173,,576,284
113118187,33,3302205,330220510,33022051000,28340000,-21.300842,-41.627342,,1343,285
197101116,33,3300902,330090215,33009021500,28430000,-21.47465,-41.940975,CURRAL,142,286
110126453,33,3303856,330385605,33038560500,26950000,-22.419558,-43.458887,CRIACAO DE GADO,87,287
199489872,33,3304805,330480505,33048050500,28400000,-21.701522,-41.782858,CURRAL,1203,288
197397670,33,3301009,330100915,33010091500,28120000,-21.800854,-41.431781,CURRAL,1282,289
198936280,33,3304557,330455705,33045570522,21843651,-22.872139,-43.505407,PLANTACAO,1543,290
46396122,33,3305307,330530705,33053070500,28550000,-22.014669,-42.14495,,774,291
110860910,33,3301207,330120705,33012070500,28640000,-21.901968,-42.57195,,1470,292
112645877,33,3306107,330610725,33061072500,27600000,-22.150196,-43.753441,,1933,293
46189114,33,3304706,330470605,33047060500,28470000,-21.572193,-42.190114,CURRAL,126,294
110862327,33,3302056,330205605,33020560500,28250000,-21.383532,-41.634744,,492,295
197061814,33,3300605,330060535,33006053500,28360000,-21.237745,-41.499205,CURRAL,298,296
199052530,33,3305406,330540610,33054061000,25882000,-22.081774,-42.954023,SITIO BOA VISTA,490,297
198302676,33,3304201,330420115,33042011500,27555000,-22.488462,-44.66798,COXO,1425,298
219198062,33,3300308,330030805,33003080500,27120355,-22.446613,-43.788855,CURRAL,1492,299
112726227,33,3304102,330410210,33041021000,28396000,-20.93481,-41.946415,,1567,300
