COD_UNICO_ENDERECO,COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,CEP,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,CAPACIDADE,IDProd
112842486,33,3304706,330470615,33047061500,28470000,-21.595175,-42.149191,CURRAL,18,22
112715342,33,3300902,330090220,33009022000,28450000,-21.42253,-41.87348,SITIO FORMIGA,5,23
110153584,33,3303609,330360905,33036090500,26600000,-22.612309,-43.681203,,74,24
110863153,33,3302403,330240315,33024031500,27910300,-22.42709,-42.081585,,2,25
113062559,33,3301009,330100915,33010091500,28115000,-21.864685,-41.47553,,34,26
110868172,33,3305000,330500010,33050001000,28220000,-21.806267,-41.142204,,290,27
98813968,33,3300159,330015905,33001590500,28495000,-21.640791,-42.196709,CURRAL,131,28
197216165,33,3301009,330100930,33010093000,28020889,-21.663643,-41.559447,CURRAL,148,29
112733411,33,3305901,330590120,33059012000,28765972,-22.228999,-42.212852,,243,30
113135808,33,3305703,330570310,33057031000,28637000,-22.147764,-42.661953,,220,31
198302395,33,3304201,330420115,33042011500,27555000,-22.497484,-44.659548,COXO,294,32
97724869,33,3300159,330015905,33001590500,28495000,-21.671017,-42.129856,CURRAL,224,33
217378313,33,3305158,330515805,33051580500,25780000,-22.125078,-42.762032,LAVOURA,281,34
110177344,33,3304300,330430005,33043000500,28800000,-22.79141,-42.629163,,218,35
218195444,33,3305752,330575205,33057520500,24890000,-22.74681,-42.71774,GALINHEIRO,36,36
113135438,33,3305703,330570305,33057030500,28637000,-22.097382,-42.628283,,3,37
113145059,33,3305703,330570305,33057030500,28637000,-22.133781,-42.71985,,260,38
113144910,33,3305703,330570305,33057030500,28637000,-22.120991,-42.71832,SITIO VISTA ALEGRE,25,39
112691236,33,3305307,330530705,33053070500,28550000,-21.984257,-42.148777,,290,40
197440251,33,3301157,330115710,33011571000,28180000,-21.407743,-41.459712,CURRAL,107,41
110867023,33,3304409,330440925,33044092500,27460000,-22.849535,-43.965659,,35,42
199356113,33,3305802,330580210,33058021000,25995291,-22.265273,-42.734075,LAVOURA,49,43
113141305,33,3305703,330570310,33057031000,28637000,-22.147572,-42.665712,,227,44
108901015,33,3304102,330410210,33041021000,28390000,-20.884249,-41.939312,CURRAL,127,45
198542319,33,3304755,330475515,33047551500,28230000,-21.312242,-41.258199,FAZENDA DO JOSE,124,46
110870490,33,3306008,330600820,33060082000,25820000,-22.163644,-43.092856,,109,47
46921814,33,3306206,330620630,33062063000,27700000,-22.42668,-43.53501,CURAL DE BOI,68,48
198919953,33,3304805,330480525,33048052500,28400000,-21.557372,-41.768355,PLANTACAO,297,49
110870668,33,3306107,330610720,33061072000,27650000,-22.165653,-43.883973,SITIO SANTANA,116,50
113223081,33,3304755,330475515,33047551500,28230000,-21.285587,-41.114872,,15,51
46961211,33,3305703,330570315,33057031500,28637000,-22.156101,-42.615898,PLANTACAO DE CAQUI,133,52
113052592,33,3301009,330100950,33010095000,28140000,-22.001622,-41.219884,SEM NOME,16,53
112682143,33,3300506,330050620,33005062000,28660000,-22.212162,-42.382551,,290,54
46450779,33,3305406,330540605,33054060500,25880000,-21.954007,-42.846575,HARAS,149,55
46832997,33,3305133,330513305,33051330500,28455000,-21.345861,-41.992669,CURRAL LEITEIRO,31,56
40998343,33,3301207,330120705,33012070500,28640000,-21.887766,-42.632937,CURRAL,240,57
42212580,33,3302205,330220520,33022052000,28300000,-21.307525,-42.035393,LEITE,156,58
197204756,33,3301009,330100920,33010092000,28020887,-21.859244,-41.637098,CURAL,43,59
110864439,33,3303401,330340115,33034011500,28635583,-22.283183,-42.65703,,219,60
112844452,33,3304706,330470630,33047063000,28470000,-21.480043,-42.048872,,60,61
197966789,33,3303856,330385610,33038561000,26980000,-22.313838,-43.487137,CURRAL,139,62
110866169,33,3304128,330412805,33041280500,27430705,-22.350177,-44.310923,STIO AURORA,153,63
199708312,33,3305406,330540605,33054060500,25880000,-22.011158,-42.895476,SITIO TRES MARIAS PLANTACAO DE EUCALIPTO,69,64
110863160,33,3302403,330240315,33024031500,27964031,-22.37951,-42.074967,,181,65
112736756,33,3305901,330590110,33059011000,28750000,-22.080019,-42.265174,,258,66
110859605,33,3300605,330060530,33006053000,28360000,-21.274164,-41.567766,SITIO DA CONQUISTA,139,67
40747792,33,3300902,330090220,33009022000,28450000,-21.409916,-41.831977,ESTABULO,108,68
197237396,33,3301009,330100915,33010091500,28115000,-21.980449,-41.531414,CRIACAO DE GADO,252,69
40999815,33,3301207,330120710,33012071000,28640000,-21.872441,-42.500305,CURRAL,272,70
202062309,33,3301009,330100930,33010093000,28020887,-21.855309,-41.687269,GADO,91,71
113128558,33,3304805,330480525,33048052500,28400000,-21.554899,-41.790032,,73,72
99080669,33,3301157,330115705,33011570500,28180000,-21.540646,-41.605259,LEITE,239,73
95669488,33,3304409,330440905,33044090500,27460000,-22.750582,-44.104098,PECUARIA,98,74
113036336,33,3301009,330100965,33010096500,28145000,-21.856711,-41.172735,,201,75
110867488,33,3304706,330470650,33047065000,28470000,-21.627813,-42.31332,,271,76
110870057,33,3305752,330575205,33057520500,24890000,-22.790837,-42.761446,,263,77
199837554,33,3306156,330615605,33061560500,28375000,-20.929246,-41.85432,SITIO BOA VISTA,224,78
110867586,33,3304706,330470650,33047065000,28470000,-21.589662,-42.285825,,22,79
112892321,33,3303401,330340115,33034011500,28630991,-22.355804,-42.637643,,257,80
112806480,33,3302106,330210605,33021060500,28570000,-21.732019,-42.07508,CRIACAO DE GALINHA,272,81
112721511,33,3300902,330090215,33009021500,28445000,-21.469221,-41.916184,,50,82
110573316,33,3304151,330415105,33041510500,28735000,-22.149879,-41.541793,,62,83
112893656,33,3303401,330340115,33034011500,28630991,-22.343273,-42.665421,,244,84
110115996,33,3306156,330615605,33061560500,28375000,-20.860832,-41.832107,,117,85
40145789,33,3300209,330020915,33002091500,28974804,-22.707424,-42.234033,CRIACAO DE EQUINOS,203,86
197222667,33,3301009,330100945,33010094500,28155000,-21.261416,-41.461508,PROPRIEDADE,44,87
110868765,33,3305158,330515805,33051580500,25780000,-22.130722,-42.92994,,102,88
110868131,33,3305000,330500005,33050000500,28220000,-21.666359,-41.05449,,178,89
197523041,33,3302304,330230405,33023040500,28350000,-21.203737,-42.162305,NOSSA SENHORA DE SANTA ANA,277,90
197099793,33,3300902,330090207,33009020700,28430000,-21.436585,-41.921881,VENDA DE GALINHAS,174,91
98884417,33,3300506,330050605,33005060500,28660000,-22.114155,-42.351453,CRIACAO DE GADO,159,92
110863371,33,3302452,330245205,33024520500,28545000,-22.015975,-42.268234,FAZENDA,247,93
110157066,33,3305554,330555405,33055540500,23890001,-22.651995,-43.675371,ROSILENE,220,94
110859534,33,3300605,330060505,33006050500,28360000,-21.130464,-41.78286,,293,95
113054377,33,3301009,330100935,33010093500,28178000,-21.360832,-41.283241,,10,96
199406673,33,3305703,330570305,33057030500,28637000,-22.134621,-42.715627,SITIO,223,97
110865579,33,3303955,330395505,33039550500,27197000,-22.548473,-44.00061,,51,98
112717750,33,3300902,330090210,33009021000,28430000,-21.62058,-42.093315,PAULO VOLU,27,99
43269563,33,3304102,330410205,33041020500,28390000,-20.984992,-42.127485,CRIACAO GADO,43,100
199428838,33,3305406,330540605,33054060500,25880000,-22.013966,-42.844697,CRIACAO DE GADO,158,101
112502165,33,3300209,330020910,33002091000,28974795,-22.785731,-42.322309,,271,102
112829196,33,3301108,330110825,33011082500,28510000,-21.84171,-42.380527,SEM NOME,95,103
113145691,33,3305703,330570305,33057030500,28637000,-22.049161,-42.640692,,181,104
113042191,33,3301009,330100930,33010093000,28020886,-21.801122,-41.599576,,152,105
110862469,33,3302056,330205605,33020560500,28250000,-21.574337,-41.633209,,82,106
113217280,33,3304755,330475515,33047551500,28230000,-21.30095,-41.072278,,292,107
113116358,33,3302205,330220510,33022051000,28300000,-21.289471,-41.67742,,285,108
112623285,33,3301603,330160310,33016031000,28650000,-22.109896,-42.4117,,214,109
110866759,33,3304300,330430010,33043001000,28810000,-22.776025,-42.451968,,283,110
110864722,33,3303500,330350005,33035000516,26080193,-22.779578,-43.581173,,281,111
113052026,33,3301009,330100945,33010094500,28155000,-21.241057,-41.488194,,57,112
40674701,33,3301702,330170215,33017021500,25260052,-22.645683,-43.277223,GRANJA,174,113
199479381,33,3306156,330615605,33061560500,28375000,-20.901673,-41.800399,CURRAL,106,114
198526353,33,3304151,330415105,33041510500,28735000,-22.094792,-41.614439,CURRAL COM GALPAO,91,115
197437368,33,3301157,330115705,33011570500,28180000,-21.6103,-41.444,CURRAL,35,116
110864599,33,3303500,330350005,33035000518,26061627,-22.695923,-43.477172,,42,117
46396002,33,3305307,330530705,33053070500,28550000,-21.934392,-42.101503,,102,118
40537174,33,3300308,330030820,33003082000,27165000,-22.357207,-44.000805,,241,119
197403049,33,3301009,330100950,33010095000,28140000,-21.971035,-41.196013,SEM NOME,33,120
113118128,33,3302205,330220510,33022051000,28300000,-21.322403,-41.645568,,260,121
110860932,33,3301207,330120715,33012071500,28640000,-21.835175,-42.542788,,258,122
110864638,33,3303500,330350005,33035000521,26061627,-22.684748,-43.499533,,21,123
202080721,33,3301009,330100930,33010093000,28020889,-21.738958,-41.622951,GALINHEIRO,274,124
113223747,33,3304755,330475505,33047550500,28230000,-21.464944,-41.153883,,31,125
110859481,33,3300605,330060505,33006050500,28360000,-21.112256,-41.780664,,174,126
113115254,33,3302205,330220505,33022050500,28300000,-21.14074,-41.826243,,278,127
205019678,33,3305406,330540625,33054062500,25884000,-22.115471,-42.768718,CURRAL,37,128
112646757,33,3306107,330610730,33061073000,27655000,-22.311449,-44.11479,,203,129
40151333,33,3300225,330022505,33002250500,25845000,-22.214048,-43.159962,,17,130
198921153,33,3304805,330480525,33048052500,28400000,-21.536301,-41.762906,CURRAL DE LEITE,221,131
197409566,33,3301009,330100985,33010098500,28070086,-21.434394,-41.338377,CRIACAO DE GADO,128,132
112819730,33,3300605,330060525,33006052500,28360000,-20.939643,-41.774395,,279,133
197702821,33,3304201,330420120,33042012000,27537800,-22.278815,-44.316701,ALDEIA VELHA,119,134
112736213,33,3305901,330590110,33059011000,28757000,-22.181119,-42.268633,,4,135
112817425,33,3300605,330060515,33006051500,28360000,-21.201929,-41.613245,GALINHEIRO,290,136
112818176,33,3300605,330060510,33006051000,28360000,-21.001939,-41.763778,CURRAL,42,137
113145337,33,3305703,330570305,33057030500,28637000,-22.050109,-42.583656,,228,138
46831338,33,3305133,330513305,33051330500,28455000,-21.323534,-41.907492,CURRAL,255,139
199390788,33,3305133,330513305,33051330500,28455000,-21.433414,-41.99205,CURRAL,25,140
197135082,33,3300803,330080305,33008030500,28680000,-22.523632,-42.692042,GOIABAS,287,141
98817520,33,3303609,330360905,33036090500,26600000,-22.58887,-43.733419,,199,142
112716562,33,3300902,330090220,33009022000,28430000,-21.384492,-41.845532,,10,143
112892134,33,3303401,330340115,33034011500,28635583,-22.282701,-42.649902,,45,144
113565088,33,3301405,330140510,33014051000,28740000,-22.146086,-41.737631,,120,145
197155258,33,3301009,330100905,33010090509,28020823,-21.857187,-41.267506,FAZENDA,259,146
112835898,33,3304607,330460720,33046072000,28777000,-22.001885,-41.886178,,29,147
113224687,33,3304755,330475515,33047551500,28230000,-21.264028,-41.154886,,285,148
202529950,33,3302106,330210605,33021060500,28570000,-21.693114,-42.045743,CURRAL DE VACAS LEITEIRAS,3,149
112834215,33,3304607,330460705,33046070500,28777000,-21.909477,-41.950398,,250,150
40971440,33,3300506,330050615,33005061500,28660000,-22.249311,-42.27724,SITIO DE AIPIM,287,151
98980745,33,3305133,330513305,33051330500,28455000,-21.326372,-41.869835,CRIACAO DE GADO,63,152
113145142,33,3305703,330570305,33057030500,28637000,-22.11881,-42.725574,,47,153
113053184,33,3301009,330100980,33010098000,28175000,-21.639004,-41.236672,SITIO SANTOS,225,154
199478290,33,3304706,330470650,33047065000,28470000,-21.61577,-42.331529,SN,209,155
110868933,33,3305307,330530707,33053070700,28555000,-21.75384,-41.95937,,41,156
110858904,33,3300225,330022505,33002250500,25845000,-22.263465,-43.15834,,240,157
113565017,33,3300803,330080305,33008030500,28680000,-22.603403,-42.897955,,236,158
199837473,33,3306156,330615605,33061560500,28375000,-20.947295,-41.833854,FAZENDA FLORESTA,199,159
199638080,33,3305000,330500030,33050003000,28200000,-21.895498,-41.127348,SEM NOME,281,160
46912333,33,3305604,330560405,33056040500,28820000,-22.602302,-42.431879,,163,161
110864386,33,3303401,330340115,33034011500,28630590,-22.25017,-42.662293,,262,162
198918281,33,3304805,330480520,33048052000,28400000,-21.621575,-41.620534,PLANTACAO,167,163
110076949,33,3304706,330470640,33047064000,28470000,-21.586076,-42.252081,,154,164
199387036,33,3306107,330610720,33061072000,27650000,-22.159488,-43.842823,SEM DENOMINCACAO,201,165
109869483,33,3302205,330220535,33022053500,28300000,-21.082904,-42.076887,,226,166
41129774,33,3301405,330140505,33014050500,28740000,-22.104816,-41.804821,FAZENDA COQUEIRO,110,167
41517505,33,3301009,330100920,33010092000,28020887,-21.869182,-41.61696,POMAR,56,168
198116468,33,3304524,330452405,33045240500,28890001,-22.435091,-41.901404,SR ROCHA,247,169
41130586,33,3301405,330140510,33014051000,28740000,-22.10499,-41.745553,CURRAL DE EQUINOS,18,170
112695827,33,3305406,330540620,33054062000,25887000,-21.924479,-42.767837,SITIO MACEIO,230,171
110547654,33,3304805,330480510,33048051000,28400000,-21.721239,-41.865664,,96,172
110866222,33,3304128,330412805,33041280500,27430705,-22.350255,-44.245632,,115,173
113133298,33,3305703,330570305,33057030500,28637000,-22.095567,-42.645598,,251,174
113224823,33,3304755,330475515,33047551500,28230000,-21.264207,-41.128755,,113,175
42543087,33,3303104,330310405,33031040500,28380000,-20.986721,-41.906338,CANAS,94,176
196765524,33,3301009,330100930,33010093000,28110000,-21.726756,-41.531989,LARANJA MANGA COCO GOIABA CAJU,84,177
199026622,33,3304755,330475510,33047551000,28230000,-21.30244,-41.012534,SEM NOME,139,178
110860857,33,3301157,330115705,33011570500,28180000,-21.457896,-41.541568,,234,179
197460123,33,3302007,330200715,33020071500,23812145,-22.701645,-43.755437,NAO TEM,59,180
199367312,33,3305901,330590105,33059010500,28750000,-22.141215,-42.124692,ERICA,189,181
204684403,33,3304706,330470650,33047065000,28470000,-21.681724,-42.269762,SN,149,182
98997815,33,3305802,330580210,33058021000,25985010,-22.176512,-42.754417,LAVOURA,242,183
110869062,33,3305406,330540605,33054060500,25880000,-21.987893,-42.856159,,225,184
110867362,33,3304607,330460705,33046070500,28770000,-21.953432,-42.029502,,39,185
96717015,33,3305307,330530707,33053070700,28550000,-21.801565,-41.974855,CRIACAO DE PORCO E AVE,138,186
198507565,33,3304102,330410210,33041021000,28396000,-20.867499,-41.937152,CHIQUEIRO,144,187
199368098,33,3305901,330590110,33059011000,28757970,-22.216935,-42.248313,CURRAL,170,188
112842235,33,3304706,330470650,33047065000,28470000,-21.631281,-42.302111,,25,189
110859185,33,3300407,330040705,33004070500,27310000,-22.569699,-44.151334,,34,190
199031566,33,3304755,330475515,33047551500,28230000,-21.367699,-41.186825,SN,75,191
110573330,33,3304151,330415105,33041510500,28735000,-22.116842,-41.236768,,129,192
202113388,33,3301157,330115710,33011571000,28180000,-21.472637,-41.535382,CURRAL,147,193
113129227,33,3304805,330480525,33048052500,28400000,-21.525822,-41.759027,,149,194
110572609,33,3301900,330190019,33019001900,24846005,-22.841017,-42.8057,,46,195
110157058,33,3305554,330555405,33055540500,23891363,-22.795394,-43.732874,,131,196
112817797,33,3300605,330060520,33006052000,28360000,-21.076183,-41.830542,GALINHEIRO,225,197
198921352,33,3304805,330480525,33048052500,28400000,-21.52523,-41.715476,PLANTACAO DE COCO,216,198
42024562,33,3302106,330210620,33021062000,28580000,-21.790421,-42.149032,CURRAL BOVINO,88,199
199393269,33,3306156,330615605,33061560500,28375000,-20.907587,-41.884572,GALPAO,167,200
110157046,33,3305554,330555405,33055540500,23891363,-22.798825,-43.735507,CANA DE ACUCAR,268,201
98961197,33,3303500,330350005,33035000518,26089290,-22.692833,-43.50519,,56,202
198091260,33,3304003,330400310,33040031000,27175000,-22.65106,-44.07937,AGRICULTURA VARIADA,32,203
199503408,33,3304805,330480505,33048050500,28400000,-21.615114,-41.570632,PLANTACAO DE BANANA E MANGA,222,204
110867968,33,3304805,330480510,33048051000,28400000,-21.871733,-41.914836,,230,205
99132826,33,3301157,330115710,33011571000,28180000,-21.457562,-41.448195,,91,206
46860665,33,3306107,330610725,33061072500,27600000,-22.240108,-43.771843,CRIACAO DE GADO,208,207
110870384,33,3305901,330590120,33059012000,28750000,-22.19717,-42.141679,,129,208
98125402,33,3305703,330570305,33057030500,28637000,-22.112041,-42.709916,EDMAR ROCA,27,209
112540303,33,3306156,330615605,33061560500,28375000,-20.933328,-41.879906,,18,210
40460859,33,3300308,330030805,33003080500,27115000,-22.38924,-43.765966,SITIO MONTE ALEGRE,237,211
98823668,33,3303906,330390623,33039062300,25725000,-22.303138,-43.062522,HORTALICAS,148,212
99221225,33,3304300,330430005,33043000500,28800000,-22.768834,-42.605988,SITIO,170,213
113125252,33,3304805,330480515,33048051500,28400000,-21.668407,-41.843168,,239,214
42161083,33,3302502,330250215,33025021500,25928070,-22.68402,-43.185678,FAZENDA CANAA,169,215
112730500,33,3304102,330410215,33041021500,28390000,-20.838618,-41.913289,,233,216
112891258,33,3303401,330340115,33034011500,28630590,-22.249845,-42.640636,,126,217
199051644,33,3305307,330530715,33053071500,28555000,-21.827908,-42.016733,SITIO,42,218
110863793,33,3302700,330270005,33027000500,24907000,-22.861477,-42.77439,,76,219
110860988,33,3301207,330120715,33012071500,28640000,-21.815954,-42.509463,,248,220
198489129,33,3303906,330390623,33039062300,25770090,-22.240712,-43.020421,SITIO CACHOEIRINHA DO RIO BONITO LAVOURA DO WALACE,80,221
98765443,33,3304805,330480515,33048051500,28420000,-21.640883,-41.926072,CURRAL,81,222
198028443,33,3303401,330340135,33034013500,28616142,-22.31618,-42.353615,PAIOL DE ROCA,75,223
110867869,33,3304805,330480505,33048050500,28400000,-21.672623,-41.774055,,56,224
42534995,33,3302700,330270005,33027000500,24910475,-22.885728,-42.827095,GADO,190,225
203564682,33,3304201,330420105,33042010500,27512000,-22.526142,-44.406558,BOA SORTE,199,226
112733077,33,3305901,330590110,33059011000,28755000,-22.152291,-42.217361,,191,227
205174642,33,3305901,330590120,33059012000,28765000,-22.173557,-42.131008,FAGUNDES FRUTAS E LEGUMES,153,228
196709038,33,3301009,330100905,33010090506,28050450,-21.62642,-41.532385,PAIOL,248,229
196896913,33,3300159,330015905,33001590500,28495000,-21.616393,-42.11832,LEITEIRA,120,230
113040038,33,3301009,330100975,33010097500,28020884,-21.970157,-41.451046,,274,231
113030299,33,3301009,330100905,33010090506,28022800,-21.691534,-41.465941,,173,232
110416800,33,3301009,330100935,33010093500,28175000,-21.319399,-41.295389,,279,233
112739139,33,3305901,330590120,33059012000,28765000,-22.174687,-42.133023,,41,234
202560667,33,3302056,330205605,33020560500,28250000,-21.347786,-41.579609,CURRAL PARA BOIS E BIZERROS,147,235
99080850,33,3305604,330560405,33056040500,28820000,-22.711532,-42.394329,PLANTACAO DE AIPIM,7,236
42544704,33,3303104,330310410,33031041000,28380000,-21.041267,-41.882549,CURRAL,169,237
113040966,33,3301009,330100980,33010098000,28027150,-21.641097,-41.28889,,13,238
46738013,33,3306008,330600820,33060082000,25821492,-22.146774,-43.156191,FAZENDA DAS PALMAS,10,239
112710580,33,3300803,330080305,33008030500,28680000,-22.523115,-42.62586,,151,240
197748763,33,3303005,330300505,33030050500,28460000,-21.444122,-42.176484,CURRAL,59,241
110863623,33,3302502,330250235,33025023500,25920530,-22.609274,-43.115306,,96,242
46594523,33,3305901,330590105,33059010500,28750000,-22.076636,-42.105108,SITIO,207,243
204680329,33,3304706,330470617,33047061700,28470000,-21.491388,-42.254963,SANTA MARGARIDA,62,244
199343099,33,3305406,330540625,33054062500,25882000,-22.121727,-42.828863,PLANTACAO DE VERDURA,159,245
197633767,33,3303401,330340115,33034011500,28635990,-22.315537,-42.63865,SEM DENOMINACAO,169,246
110869643,33,3305604,330560420,33056042000,28820000,-22.502407,-42.284995,,178,247
196893663,33,3300159,330015905,33001590500,28495000,-21.653596,-42.119034,CURRAL DO JERONIMO,94,248
196772030,33,3301009,330100950,33010095000,28140972,-22.021642,-41.228662,SITO,68,249
199014326,33,3305158,330515805,33051580500,25780000,-22.219145,-43.0109,LAVOURA,116,250
110862243,33,3302007,330200705,33020070500,23822000,-22.841175,-43.788466,,91,251
113211201,33,3304755,330475515,33047551500,28230000,-21.297523,-41.284147,,85,252
197546863,33,3300605,330060505,33006050500,28360000,-21.148792,-41.676288,MINA NOSSA SENHORA APARECIDA,179,253
196796250,33,3301157,330115710,33011571000,28180000,-21.438083,-41.473369,CURRAL,217,254
112540528,33,3306156,330615605,33061560500,28375000,-20.851573,-41.756225,FAZENDA AGUA DOCE,227,255
110572991,33,3303708,330370805,33037080500,25850000,-22.124544,-43.345781,,65,256
46864885,33,3306156,330615605,33061560500,28375000,-20.867144,-41.842857,,54,257
197716015,33,3301405,330140505,33014050500,28740000,-22.100062,-41.869642,CURRAL,280,258
197924579,33,3304201,330420105,33042010500,27521077,-22.501071,-44.549982,TRRRA LIVRE1,104,259
197397468,33,3301009,330100915,33010091500,28120000,-21.810644,-41.451005,CURRAL,255,260
112819153,33,3300605,330060520,33006052000,28360000,-21.052197,-41.819402,GALINHEIRO,153,261
41129471,33,3301405,330140505,33014050500,28740000,-22.076522,-41.905646,,220,262
110863035,33,3302304,330230405,33023040500,28350000,-21.310161,-42.204955,,31,263
113115891,33,3302205,330220515,33022051500,28300000,-21.133263,-42.15388,,48,264
196787372,33,3301009,330100980,33010098000,28020886,-21.604419,-41.201535,PLANTACAO DE MANDIOCA,147,265
197214358,33,3301009,330100930,33010093000,28110000,-21.711825,-41.619787,BAIA,47,266
197845585,33,3301850,330185005,33018500500,25943548,-22.563193,-42.870025,FAZENDA ESTRELA DA PLANICIE,4,267
110870713,33,3306107,330610720,33061072000,27650000,-22.16629,-43.885877,,147,268
110547469,33,3304805,330480525,33048052500,28400000,-21.531234,-41.725874,,43,269
46922814,33,3306206,330620635,33062063500,27700000,-22.313742,-43.568148,FAZENDA RETIRO,153,270
99017407,33,3306156,330615605,33061560500,28375000,-20.930664,-41.880296,FAZENDA LAURISSO,269,271
110858380,33,3300100,330010015,33001001500,23933600,-22.973343,-44.2666,SITIO DOS SANTOS,81,272
198819813,33,3304805,330480515,33048051500,28420000,-21.63721,-41.92424,CURRAL,23,273
110157051,33,3305554,330555405,33055540500,23898600,-22.804485,-43.715942,,210,274
199117828,33,3305752,330575205,33057520500,24890000,-22.770361,-42.732513,CURRAL DO VAGUINHO,187,275
112720553,33,3300902,330090210,33009021000,28430000,-21.589944,-42.083724,CURRAL,256,276
42578061,33,3302403,330240305,33024030502,27979000,-22.273513,-41.795432,,64,277
198115906,33,3303500,330350005,33035000521,26062430,-22.651439,-43.41182,LINDAS,55,278
110868450,33,3305133,330513305,33051330500,28455000,-21.403323,-42.010763,,58,279
110863646,33,3302502,330250235,33025023500,25916420,-22.640035,-43.10945,,69,280
110868661,33,3305158,330515805,33051580500,25780000,-22.180614,-42.937252,LAVOURA,153,281
110859108,33,3300308,330030820,33003082000,27160000,-22.321465,-43.983902,,114,282
197397670,33,3301009,330100915,33010091500,28120000,-21.800854,-41.431781,CURRAL,28,283
98964131,33,3300936,330093605,33009360502,27998000,-22.229225,-41.666394,,218,284
112719268,33,3300902,330090205,33009020500,28430000,-21.540333,-41.873062,,115,285
113040369,33,3301009,330100950,33010095000,28020889,-22.073679,-41.161186,,286,286
110858695,33,3300209,330020910,33002091000,28974795,-22.783705,-42.292509,,182,287
98713325,33,3301850,330185005,33018500500,25940300,-22.590883,-42.93472,,82,288
99024554,33,3305802,330580210,33058021000,25985010,-22.184322,-42.76602,SITIO,100,289
110858654,33,3300209,330020910,33002091000,28974795,-22.780379,-42.323032,,293,290
214407903,33,3306107,330610705,33061070500,27600000,-22.183617,-43.699066,SITIO 1904,200,291
110859837,33,3300803,330080305,33008030500,28680000,-22.495716,-42.827323,,187,292
110865129,33,3303856,330385605,33038560500,26950000,-22.384602,-43.348833,PLANTACAO TOMATE,164,293
197070970,33,3300506,330050620,33005062000,28660000,-22.258437,-42.355106,PLANTACAO DE FLOR,20,294
112519514,33,3304201,330420130,33042013000,27510000,-22.305536,-44.379138,,25,295
97796662,33,3300902,330090205,33009020500,28430000,-21.556755,-41.996995,CRIACAO DE GADO,13,296
95199849,33,3302106,330210610,33021061000,28570000,-21.817185,-42.114229,CURRAL DE BOI,288,297
43269676,33,3304102,330410205,33041020500,28390000,-20.945095,-42.087092,,134,298
197236845,33,3301009,330100915,33010091500,28115000,-21.978152,-41.513642,CRIACAO DE FRANGO,156,299
199009548,33,3305133,330513305,33051330500,28455000,-21.330681,-41.889373,TULHA,16,300
107563682,33,3300605,330060505,33006050500,28360000,-21.147793,-41.704973,CURRAL DE BOIS,12,301
112684925,33,3300506,330050620,33005062000,28666000,-22.260042,-42.361366,,209,302
110860165,33,3300936,330093605,33009360503,27998000,-22.183273,-41.614656,CRIACAO DE GADO,76,303
199343028,33,3305406,330540625,33054062500,25884000,-22.126807,-42.810357,PLANTACAO DE VERDURA,295,304
112728728,33,3304102,330410205,33041020500,28390000,-20.979291,-42.136983,,281,305
113068160,33,3301009,330100985,33010098500,28165000,-21.504304,-41.315933,,68,306
197008614,33,3300605,330060520,33006052000,28360000,-21.038182,-41.819278,CURRAL 2,38,307
