COD_UNICO_ENDERECO,COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,CEP,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,CAPACIDADE,IDHub
199632247,33,3305000,330500010,33050001000,28200000,-21.756995,-41.157889,IGREJA MONTE SINAI,6344,22
197215502,33,3301306,330130620,33013062000,28860000,-22.466583,-42.066667,IGREJA VIVENDO EM FAMILIA,1733,23
95626444,33,3303500,330350005,33035000519,26050020,-22.692382,-43.465924,IGREJA DEUS E AMOR,7204,24
197166004,33,3300407,330040705,33004070512,27350270,-22.551212,-44.20961,IGREJA EVANGELICA,1804,25
197458729,33,3303500,330350005,33035000516,26291371,-22.785536,-43.544955,MINISTERIO APOSTOLICO YAVE SHAMMA,5180,26
99322387,33,3303500,330350005,33035000519,26042160,-22.706828,-43.474661,IGREJA EVANGELICA,1703,27
44670119,33,3304557,330455705,33045570527,21660320,-22.834826,-43.376568,CENTRO ESPKRITA,8896,28
42996865,33,3303500,330350005,33035000511,26033010,-22.723718,-43.470658,CASA DE ORACAO,9342,29
98005395,33,3304557,330455705,33045570531,23032210,-22.973944,-43.645455,IGREJA CASA DE ORACAO,2031,30
197498281,33,3302007,330200705,33020070500,23811660,-22.843287,-43.784575,IGREJA PENTECOSTAL DO PODER DE DEUS,1914,31
224243236,33,3302858,330285810,33028581000,26553360,-22.771082,-43.43589,ASSEMBLEIA DE DEUSMINISTERIO VIDA NO ALTAR DE DEUS TENDA DOS MILAGRES,4330,32
43015077,33,3303500,330350005,33035000519,26053260,-22.684004,-43.454156,IGREJA,8405,33
197518517,33,3302270,330227005,33022700502,26440120,-22.674552,-43.596094,MINISTERIO VIVENDOVEM FAMILIA,1662,34
223983319,33,3300456,330045605,33004560505,26172100,-22.726306,-43.366309,UMBANDA E CANDOMBLE,1979,35
46114405,33,3304557,330455705,33045570536,21046140,-22.865848,-43.23638,IGREJA UNIVERSAL,18177,36
42306981,33,3302858,330285810,33028581000,26580270,-22.785106,-43.419547,MINISTERIO JEUSUS E O CAMINHO A VERDADE E A VIDA,2887,37
197063420,33,3300704,330070420,33007042000,28929532,-22.667788,-42.007476,IGREJA JAT,9041,38
96085138,33,3304557,330455705,33045570522,21863060,-22.852858,-43.469389,IGREJA INTERNACIONAL DA GRACA DE DEUS,2954,39
197521303,33,3302106,330210625,33021062500,28570000,-21.630338,-41.98157,CAPELA SAO PEDRO,3074,40
46561665,33,3305109,330510910,33051091000,25550590,-22.77358,-43.375475,IGREJA PENTECOSTAL DO PODER DE DEUS FAMILIA EM CRISTO,2082,41
105434339,33,3304904,330490415,33049041500,24736220,-22.81119,-42.967609,IGREJA ASSEMBLEIA DE DEUS,2498,42
43358585,33,3303500,330350005,33035000512,26277360,-22.74589,-43.487286,SEGUNDA IGREJA BATISTA COM SOARES,2887,43
110869353,33,3305505,330550510,33055051000,28995810,-22.842408,-42.517475,IGREJA BATISTA NOVA UNCAO,2958,44
224329762,33,3304557,330455705,33045570530,21535000,-22.818772,-43.348622,TERREIRO,15312,45
199428717,33,3305802,330580205,33058020500,25980250,-22.341283,-42.999327,IGREJA BATISTA NOVA CANAA,1113,46
42182685,33,3302858,330285805,33028580500,26554180,-22.790675,-43.437177,IGREJA ASSEMBLEIA DE DEUS,7723,47
44106908,33,3304557,330455705,33045570516,21020080,-22.836424,-43.280427,MINISTERIO DE ADORACAO,1906,48
203689240,33,3304557,330455705,33045570508,20250460,-22.923751,-43.202028,IGREJA EVANGELICA,1659,49
196577888,33,3300456,330045605,33004560505,26167500,-22.724673,-43.35514,IGREJA PENTECOSTAL MINISTERIO OS QUE SEMEIAM EM LAGRIMAS,1304,50
100905982,33,3304557,330455705,33045570523,23058550,-22.914098,-43.616463,IGREJA COMUNIDADE EVANGELICA PENTECOSTAL,1133,51
45519311,33,3304904,330490405,33049040500,24440460,-22.824776,-43.047746,COMUNIDADE EVANGELICA PROJETO VIDA EM CR,2484,52
44124450,33,3304557,330455705,33045570517,20751380,-22.883273,-43.307882,QUETO,1735,53
95237007,33,3301702,330170215,33017021500,25264688,-22.643744,-43.241878,CENTRO ESPIRITA EFON,2280,54
214870794,33,3301009,330100905,33010090508,28020884,-21.674369,-41.251348,SEM NOME,1971,55
197676948,33,3301009,330100950,33010095000,28010810,-22.071364,-41.103189,IGREJA ASSEMBLEIA DE DEUS,1232,56
41276707,33,3301702,330170210,33017021000,25211208,-22.670998,-43.265836,IGREJA ASSEMBLEIA DE DEUS,2864,57
40956577,33,3302007,330200705,33020070500,23830250,-22.863059,-43.887886,PRIMEIRA IGREJA BATISTA EM MAZOMBA,1339,58
199123489,33,3304557,330455705,33045570536,21030080,-22.840376,-43.252326,ASSEMBLEIA DE DEUS,1849,59
43355006,33,3303500,330350005,33035000512,26277580,-22.76167,-43.516642,IGREJA ASSEMBLEIA DE DEUS MINISTERIO FE AMOR E ESPERANCA,2194,60
197441151,33,3301157,330115710,33011571000,28180000,-21.593023,-41.428884,ASSEMBLEIA DE DEUS,5360,61
197378550,33,3301702,330170215,33017021500,25272405,-22.614933,-43.198871,ASSEMBLEIA DE DEUS EM PARADA ANGELICA,3677,62
199420251,33,3306305,330630505,33063050500,27274040,-22.512449,-44.135318,IGREJA METODISTA,2752,63
96311724,33,3304557,330455705,33045570530,21515517,-22.822696,-43.363627,ASSEMBLEIA DE DEUS,1486,64
108692658,33,3305109,330510905,33051090500,25585590,-22.799838,-43.338488,IGREJA EVANGELICA VIVENDO NA PALAVRA,2108,65
224682389,33,3304144,330414405,33041440502,26381781,-22.694069,-43.545218,ASSEMBLEIA DE DEUS,2904,66
99321955,33,3303401,330340127,33034012700,28615240,-22.335882,-42.51763,IGREJA ASSEMBLEIA DE DEUS,1157,67
224186510,33,3304904,330490415,33049041500,24722300,-22.784407,-42.966277,CENTRO,1495,68
198484424,33,3303906,330390615,33039061500,25730500,-22.41482,-43.117738,IGREJA CRISTA EVANGELICA RENOVADA CONGREGACAO AGUAS LINDAS,2605,69
108790096,33,3303500,330350005,33035000518,26080325,-22.72288,-43.512542,IGREJA,2595,70
41343565,33,3301702,330170210,33017021000,25251212,-22.657677,-43.277714,IGREJA METODISTA WESLEIANA,6577,71
197319620,33,3300100,330010015,33001001500,23935000,-22.891566,-44.332606,IGREJA O BRASIL PARA CRISTO,1849,72
44192376,33,3304557,330455705,33045570511,22410001,-22.984741,-43.196072,IGREJA BATISTA ATITUDE,2726,73
43227901,33,3303500,330350005,33035000512,26261090,-22.763601,-43.482831,IGREJA EVANGELICA MINISTERIO AGAPE,6048,74
199366727,33,3305901,330590105,33059010500,28750000,-22.071938,-42.062365,IGREJA PENTECOSTAL CASA DE ORACAO,1553,75
42510761,33,3302403,330240305,33024030501,27960092,-22.35448,-41.779219,ASSEMBLEIA DE DEUS MISSAO FRATERNAL,8756,76
42235060,33,3302502,330250220,33025022000,25937468,-22.632696,-43.191005,ASSEMBLEIA DE DEUS,2367,77
43431338,33,3303906,330390605,33039060500,25685113,-22.515038,-43.185433,MISSAO AGAPE,7372,78
43093262,33,3304201,330420110,33042011000,27541420,-22.463515,-44.42785,ASSEMBLEIA DE DEUS,3501,79
42235486,33,3302502,330250220,33025022000,25938360,-22.649825,-43.194093,CENTRO ESPIRITA,1385,80
217552405,33,3300233,330023305,33002330500,28957800,-22.755759,-41.953821,BEIRA DO CANAL,1069,81
42959481,33,3303906,330390605,33039060500,25680670,-22.468957,-43.191294,ASSEMBLEIA DE DEUS VENCEDO OS DESAFIOS,1857,82
198850996,33,3304557,330455705,33045570536,21040232,-22.854999,-43.247,IGREJA APOSTOLICA SHEKINAH,14790,83
199201989,33,3304904,330490415,33049041500,24727054,-22.772261,-42.957051,CENTRO ESPIRITA DE UMBANDA MARIA RITA DE ARUANDA,2618,84
104717250,33,3304557,330455705,33045570523,23050101,-22.91607,-43.610116,IGREJA,1274,85
198200719,33,3303906,330390605,33039060500,25615131,-22.50015,-43.164132,IGREJA EVANGELICA CONGREGACIONAL FILADELFIA,5015,86
224227516,33,3304557,330455705,33045570536,21044651,-22.855641,-43.241034,ASSEMBLEIA DE DEUS MINISTERIO NOVA JERUSALEM,2374,87
216334528,33,3304904,330490420,33049042000,24425550,-22.854315,-43.086218,CENTRO ESPIRITA,2795,88
43359823,33,3303500,330350005,33035000512,26278010,-22.754709,-43.519125,IGREJA,1224,89
224891736,33,3303500,330350005,33035000517,26297228,-22.823383,-43.598848,IGREJA PENTECOSTAL CANTINHO DO CEU,2801,90
203470273,33,3304003,330400305,33040030500,27175000,-22.578854,-43.844651,IGREJA PENTECOSTAL NOVA ALIANCA COM CRISTO,2489,91
96310791,33,3304557,330455705,33045570530,21530000,-22.825824,-43.338941,IGREJA,7563,92
225221236,33,3304557,330455705,33045570531,23032445,-22.969321,-43.663778,ASSEMBLEIA DE DEUS BELEM EM GUARATIBA,2506,93
96716098,33,3305208,330520805,33052080509,28943802,-22.832617,-42.033545,IGREJA MINISTERIO GRACAS,7495,94
198074446,33,3303500,330350005,33035000512,26271070,-22.764864,-43.51307,IGREJA REINAREMOS COM CRISTO,2430,95
41381836,33,3301009,330100905,33010090508,28070326,-21.714511,-41.280123,IGREJA MINISTERIO MADUREIRA,4557,96
224238647,33,3302502,330250220,33025022000,25901753,-22.631181,-43.192596,PRIMEIRA IGREJA BATISTA,6215,97
197662159,33,3302601,330260120,33026012000,23870000,-22.919084,-43.935263,IGREJA PRESBITERIANA DE MURIQUI,2788,98
202229136,33,3301702,330170205,33017020500,25011070,-22.795653,-43.307363,ASSEMBLEIA DE DEUS MINISTERIO PODER E GRACA,10000000,99
46369892,33,3304557,330455705,33045570531,23032280,-22.967551,-43.608406,CENTRO ESPIRITA CABANA DE OXOSSI,10000000,100
