COD_UNICO_ENDERECO,COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,CEP,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,CAPACIDADE,IDHub
198555500,33,3304557,330455705,33045570523,23095690,-22.854943,-43.562653,CENTRO ESPIRITA,1673,27
196695568,33,3300407,330040705,33004070504,27340090,-22.523869,-44.164552,ASSEMBLEIA DE DEUS MINISTERIO TOCA NO MANTO,8420,28
109319525,33,3304151,330415105,33041510500,28735000,-22.09728,-41.45768,IGREJA,1770,29
198542106,33,3304151,330415105,33041510500,28735000,-22.145254,-41.517272,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,1576,30
40936941,33,3302007,330200705,33020070500,23820302,-22.866098,-43.795808,ASSEMBLEIA DE DEUS MEMORIAL DAS MISSOES,4896,31
46599707,33,3304904,330490420,33049042000,24426610,-22.835137,-43.081661,ASSEMBLEIA DE DEUS,2515,32
43912962,33,3304557,330455705,33045570515,23548007,-22.882665,-43.246157,ASS DE DEUS MINISTERIO AUTENTICO,2986,33
220902965,33,3304557,330455705,33045570523,23090031,-22.88286,-43.563562,IGREJA COMUNIDADE E VIDA,1873,34
44699557,33,3304557,330455705,33045570527,21645220,-22.820355,-43.400891,CASA DE YANSA,2345,35
219231277,33,3304557,330455705,33045570531,23032203,-22.97565,-43.652757,ASSEMBLEIA DE DEUS EM GUARATIBA,1494,36
40868499,33,3301900,330190010,33019001000,24851564,-22.822556,-42.888564,SOCIEDADE ESPIRITA CRISTA CELINA,1407,37
198430936,33,3303856,330385605,33038560500,26950000,-22.361681,-43.491987,CAPELA SANTO ANTONIO,1498,38
198153473,33,3304201,330420130,33042013000,27510080,-22.254363,-44.415256,CAPELA,8462,39
204684813,33,3304755,330475510,33047551000,28230000,-21.27178,-41.040941,ASSEMBLEIA DE DEUS MINISTERIO NOVA PALESTINA,3361,40
223842622,33,3300159,330015905,33001590500,28495000,-21.632122,-42.103692,IGREJA CRISTA DA BENCAO MUNDIAL,1043,41
199022139,33,3304557,330455705,33045570531,23026400,-22.988906,-43.638891,TEMPLO DE UMBANDA,2002,42
41271102,33,3301702,330170205,33017020500,25065051,-22.781399,-43.291485,IGREJA EVANGELICA,1613,43
45667025,33,3304904,330490415,33049041500,24715492,-22.80131,-42.983688,COMUNIDADE EVANGELICA NOVA ALIANCA,1753,44
198014184,33,3303856,330385605,33038560500,26950000,-22.390318,-43.44077,ASSEMBLEIA DE DEUS BATATATAL,2093,45
217020149,33,3301900,330190005,33019000500,24808328,-22.757642,-42.857807,CASA DA BENCAO DE DEUS,3775,46
45255497,33,3304557,330455705,33045570524,23510590,-22.914971,-43.661063,PONTO DE PREGACAO,9560,47
199193384,33,3304904,330490415,33049041500,24722190,-22.781587,-42.96085,IGREJA,1332,48
46144814,33,3304904,330490405,33049040500,24417300,-22.845336,-43.045262,MINISTERIO FAMILIA COM CRISTO,2439,49
98942800,33,3301801,330180110,33018011000,26650000,-22.532235,-43.620789,IGREJA ASSEMBLEIA DE DEUS DESATIVADA,2083,50
217128998,33,3301900,330190019,33019001900,24845000,-22.832516,-42.769168,CAPELA,9641,51
42630604,33,3304151,330415105,33041510500,28735000,-22.114315,-41.480674,ASSEMBLEIA DE DEUS CONGREGACAO DO ALTO RETIRO,1115,52
43288168,33,3303500,330350005,33035000516,26290426,-22.753337,-43.520483,ASSEMBLEIA DE DEUS DO RIACHAO,1736,53
196840702,33,3300209,330020910,33002091000,28986330,-22.786098,-42.417151,IGREJA CHATUBA,2383,54
43110612,33,3303500,330350005,33035000511,26040360,-22.706814,-43.447644,SEM NOME,1853,55
218746026,33,3304557,330455705,33045570522,21843000,-22.869331,-43.49962,IGREJA,4775,56
42982164,33,3304201,330420105,33042010500,27525066,-22.482121,-44.496586,CENTRO,1749,57
196994944,33,3301306,330130620,33013062000,28860000,-22.480992,-42.018004,ASSEMBLEIA DE DEUS MINISTERIO RIOS DE AGUA VIVA,1986,58
46306192,33,3304557,330455705,33045570531,23035380,-22.937963,-43.583495,TORRE FORTE MAGARCA,1658,59
221085685,33,3301009,330100905,33010090508,28090190,-21.719721,-41.298771,ASSEMBLEIA DE DEUS,1860,60
220705822,33,3300936,330093605,33009360503,27998000,-22.184542,-41.641901,ASSEMBLEIA DE DEUS MINISTERIO DE CARAPEBUS,9222,61
197779845,33,3303500,330350005,33035000520,26061653,-22.68804,-43.41651,CASA DE ORACAO MINISTERIO O AGIR DE DEUS,1492,62
223543912,33,3304557,330455705,33045570517,20715380,-22.913218,-43.2767,TENDINHA,1476,63
42719976,33,3303500,330350005,33035000518,26279310,-22.746657,-43.523131,IGREJA BATISTA,7737,64
40881360,33,3301900,330190018,33019001800,24858580,-22.784218,-42.939312,IGREJA SAO FRANCISCO,1380,65
223954422,33,3302502,330250215,33025021500,25900796,-22.699525,-43.132663,IGREJA ASSEMBLEIA DE DEUS MINISTERIO DEUS VIVO,6391,66
199111704,33,3304755,330475515,33047551500,28230000,-21.324263,-41.109492,IGREJA,1716,67
224279235,33,3301702,330170220,33017022000,25250410,-22.586088,-43.303454,SALAO DO REINO DAS TESTEMUNHAS DE JEOVA,1604,68
41533823,33,3301702,330170205,33017020500,25060445,-22.767302,-43.301095,IGREJA ASSEMBLEIA DE DEUS,2335,69
220108889,33,3303500,330350005,33035000520,26061625,-22.684657,-43.41714,UMBANDA,2343,70
41121167,33,3301009,330100905,33010090507,28027130,-21.775407,-41.329034,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2373,71
203489539,33,3304128,330412805,33041280500,27430330,-22.401898,-44.254277,ASSEMBLEIA DE DEUS MINISTERIO RESGATE,2880,72
199814621,33,3306008,330600805,33060080500,25808270,-22.108541,-43.213148,IGREJA QUANDRANGUKAR,2190,73
41319769,33,3301009,330100905,33010090508,28085500,-21.730104,-41.305835,IGREJA PENTECOSTAL,2016,74
44972241,33,3304557,330455705,33045570522,21843709,-22.870149,-43.499418,IGREJA,2163,75
198057531,33,3304557,330455705,33045570521,22775090,-22.961236,-43.390664,IGREJA BATISTA VALE RIO,8175,76
202593770,33,3302270,330227005,33022700502,26413524,-22.687602,-43.623913,IGREJA,2443,77
45001593,33,3304557,330455705,33045570524,23530372,-22.985102,-43.689099,GRUPO ESPIRITA CAMINHO DA LUZ,2197,78
224797446,33,3304904,330490415,33049041500,24715233,-22.803525,-42.988166,ASSEMBLEIA DE DEUS MINISTERIO RESTAURAR,2147,79
197493165,33,3302007,330200705,33020070500,23812060,-22.855528,-43.760447,CONGREGACAO DO TEMPLO CENTRAL EM MANGUEIRA,1567,80
203400115,33,3304003,330400305,33040030500,27175000,-22.625551,-43.901318,IGREJA,5525,81
42098551,33,3302502,330250205,33025020500,25906790,-22.683181,-43.093725,CENTRO ESPIRITA,2989,82
203569702,33,3304524,330452405,33045240500,28899853,-22.425593,-41.916697,IGREJA BATISTA,3814,83
40937983,33,3302007,330200705,33020070500,23826517,-22.864137,-43.802649,IGREJA MISSIONARIA,1970,84
202878564,33,3302700,330270020,33027002000,24934620,-22.944628,-42.961779,MATRIZ NOSSA SENHORA DE FATIMA,9340,85
218331583,33,3302403,330240305,33024030503,27910000,-22.315921,-41.718347,IGREJA,2709,86
198347784,33,3304524,330452405,33045240500,28890052,-22.552324,-41.981079,ASSEMBLEIA DE DEUS SILOE,2420,87
197268173,33,3302205,330220505,33022050500,28300000,-21.250193,-41.794005,CASA DE ORACAO ILHA DOIS IRMAOS,1562,88
40807407,33,3301876,330187605,33018760506,28960000,-22.835258,-42.231059,ASSEMBLEIA DE DEUS,7178,89
45090840,33,3304557,330455705,33045570521,22765590,-22.959852,-43.354516,TERREIRO DE CANDOMBLE,8114,90
41072896,33,3301405,330140505,33014050500,28740000,-22.075932,-41.867516,ASSEMBLEIA DE DEUS PARAISO,1223,91
202142651,33,3301306,330130605,33013060500,28860000,-22.516275,-42.233513,CAPELA DE SANTOS ANTONIO RIBEIRAO,6175,92
46530853,33,3306305,330630505,33063050500,27280000,-22.488572,-44.110154,IGREJA BATISTA DA GRACA,2349,93
99289137,33,3304557,330455705,33045570522,21911450,-22.862286,-43.508547,IGREJA AGIR DE DEUS,1308,94
43424121,33,3303856,330385610,33038561000,26950000,-22.331913,-43.41873,ASSEMBLEIA DE DEUS,1089,95
94932386,33,3300506,330050605,33005060500,28660000,-22.150928,-42.418497,IGREJA,4294,96
223983432,33,3300456,330045605,33004560505,26172100,-22.726638,-43.365441,CENTRO DE MATRIS AFRICANA,1600,97
41089647,33,3301702,330170210,33017021000,25235170,-22.707516,-43.310749,IGREJA PENTECOSTAL ANABATISTA,2000,98
46065105,33,3304557,330455705,33045570539,21240100,-22.811415,-43.324417,ASSEMBLEIA DE DEUS ABRACANDO E RESTAURANDO VIDAS,8733,99
199467308,33,3304706,330470605,33047060500,28470000,-21.537659,-42.189033,SEGUNDA IGREJA BATISTA,2886,100
42212719,33,3302205,330220520,33022052000,28300000,-21.297809,-42.073757,IGREJA CATOLICA,1968,101
199132689,33,3304904,330490415,33049041500,24735075,-22.825796,-42.962642,MINISTERIO GRACA E VIDA,6051,102
219875416,33,3302858,330285815,33028581500,26572530,-22.781267,-43.406495,IGREJA EVANGELICA COMUNIDADE BIBLICA BETEL,2126,103
198416740,33,3304557,330455705,33045570521,22750005,-22.945165,-43.334342,IGREJA NEOPENTESCOSTAL SEM NOME,2785,104
203110567,33,3303500,330350005,33035000512,26275450,-22.751568,-43.502469,CONGREGACAO CRISTA DO BRASIL,5500,105
45719939,33,3304904,330490415,33049041500,24750106,-22.798567,-42.940797,IGREJA COMUNIDADE CRISTA TRANSFORMANDO V,2267,106
199175446,33,3304755,330475505,33047550500,28230000,-21.584609,-41.057494,ASSEMBLEIA DE DEUS,2100,107
43360072,33,3303500,330350005,33035000512,26275580,-22.771737,-43.512864,ASSEMBLEIA DE DEUS MINISTERIO JIREH,1779,108
42361010,33,3302858,330285815,33028581500,26572280,-22.782594,-43.40579,COMNIDADE JESUS DE NAZARE,1798,109
44574638,33,3304557,330455705,33045570522,21825050,-22.888667,-43.479328,IGREJA PREGANDO EVANGELHO KERYGMA,1974,110
223957217,33,3305109,330510905,33051090500,25581330,-22.782428,-43.349098,COMUNIDADE BATISTA AGAPE,2331,111
198800706,33,3304755,330475505,33047550500,28230000,-21.462254,-41.118524,IGREJA APOSTOLICA INTERNACIONAL JESUS E A RESSURREICAO,1481,112
45581132,33,3304904,330490405,33049040500,24461040,-22.813799,-43.038107,ASSEMBLEIA DE DEUS,2463,113
198259810,33,3303401,330340105,33034010500,28610310,-22.278028,-42.523584,CAPELA NOSSA SENHORA DE FATIMA,1576,114
109655325,33,3300704,330070405,33007040500,28920073,-22.845737,-42.020455,ASSEMBLEIA DE DEUS,2218,115
40188875,33,3300407,330040705,33004070513,27351030,-22.530035,-44.197593,IGREJA METODISTA,13809,116
41361989,33,3300704,330070405,33007040500,28922010,-22.855968,-42.028071,IGREJA PETECOSTAL,5310,117
197828271,33,3301702,330170215,33017021500,25264510,-22.639574,-43.237271,CONECTADOS POR CRISTO,9825,118
196781187,33,3300100,330010005,33001000500,23904610,-22.994305,-44.309966,ASSEMBLEIA DE DEUS,1484,119
103619892,33,3301306,330130610,33013061000,28860000,-22.528628,-41.994849,IGREJA INTERNACIONAL UNIDOS POR CRISTO,5721,120
43405195,33,3303500,330350005,33035000516,26296513,-22.809214,-43.602774,CENTRO DE UMBANDA CENTRO ESPIRITA BOIADEIRO MENINO,2660,121
43052862,33,3303500,330350005,33035000511,26040235,-22.713877,-43.441221,IGREJA ASSEMBLEIA DE DEUS,1074,122
40544630,33,3300209,330020905,33002090500,28979476,-22.874434,-42.350747,IGREJA BATISTA,7252,123
199880774,33,3306305,330630505,33063050500,27273620,-22.509324,-44.141417,IGREJA EVANGELICA PROFETICA DA ULTIMA HORA,2876,124
43315156,33,3303807,330380705,33038070500,23970000,-23.070765,-44.70174,IGREJA,8731,125
99009433,33,3303906,330390615,33039061500,25745708,-22.402491,-43.097477,ASSEMBLEIA DE DEUS,3282,126
202885360,33,3303005,330300505,33030050500,28466000,-21.383964,-42.054162,CAPELA,1499,127
46548900,33,3306305,330630505,33063050500,27257645,-22.603834,-44.079846,IGREJA,2135,128
196678934,33,3300308,330030805,33003080500,27115260,-22.447235,-43.799836,IGREJA PENTECOSTAL CRISTO E A SOLUCAO,5894,129
45448688,33,3304557,330455705,33045570523,23036440,-22.928424,-43.58315,IGREJA ASSEMBLEIA DE DEUS,7521,130
99948249,33,3303302,330330205,33033020500,24346040,-22.926218,-43.007723,IGREJA BATISTA APOSTOLICA INTERNACIONAL,2570,131
46244462,33,3304904,330490405,33049040500,24471000,-22.78333,-43.04497,IGREJA ASSEMBLEIA DE DEUS AV CENTRAL,3158,132
43235442,33,3303500,330350005,33035000512,26278757,-22.750168,-43.51182,CASA DE SANTO,6334,133
198143235,33,3303500,330350005,33035000521,26050215,-22.679259,-43.534665,IGREJA ASSEMVLEIA DE DEUS MINISTERII GRACA,2607,134
224727594,33,3303906,330390605,33039060500,25650500,-22.531365,-43.225881,CONGREGACAO DA IGREJA APOSTOLICA CRISTA DE PETROPOLIS,3458,135
41309118,33,3301009,330100905,33010090508,28060020,-21.735889,-41.32747,MINISTERIO MANANCIAL DE BENCAOS,1078,136
95682841,33,3304557,330455705,33045570508,20261232,-22.926238,-43.208421,IGREJA EVANGELICA,2750,137
41366021,33,3300704,330070405,33007040500,28912150,-22.880705,-42.048218,ASSEMBLEIA DE DEUS,3235,138
198556616,33,3304300,330430007,33043000700,28800000,-22.720692,-42.679289,ASSEMBLEIA DE DEUS,1072,139
220772770,33,3300407,330040705,33004070506,27336230,-22.556457,-44.109619,IGREJA BATISTA PETENCOSTAL VALE DAS BENCAOS,9889,140
197894766,33,3301900,330190018,33019001800,24858580,-22.786226,-42.940325,UMBANDA,9952,141
196667544,33,3300704,330070420,33007042000,28929564,-22.672505,-42.008952,MINISTERIO PODER SUPREMO,4994,142
41713879,33,3303203,330320305,33032030500,26520533,-22.811227,-43.42749,IGREJA EVANGELICA MINISTERIO CRISTO EM NOS,1050,143
215319782,33,3305802,330580205,33058020500,25977065,-22.384995,-42.915745,MINISTERIO DA UNCAO DE DEUS,7178,144
110115758,33,3305109,330510905,33051090500,25510370,-22.795245,-43.367612,IGREJA TESTEMUNHA DE JEOVA,1413,145
45308266,33,3304557,330455705,33045570524,23520380,-22.94447,-43.655058,TEMPLORELIGIOSO,1614,146
203440699,33,3304144,330414405,33041440502,26380282,-22.713971,-43.546948,IGREJA,7657,147
103640324,33,3302403,330240305,33024030503,27965055,-22.329574,-41.732322,IGREJA BATISTA DO BARRETO,2456,148
42236227,33,3302502,330250220,33025022000,25938035,-22.643725,-43.205677,ASSEMBLEIA DE DEUS AMOR DIVINO,1323,149
40851827,33,3301900,330190005,33019000500,24813144,-22.757442,-42.899053,ASSEMBLEIA,2800,150
45552877,33,3304557,330455705,33045570537,21770250,-22.892333,-43.446572,IGREJA ASSEMBLEIA DE DEUS FILADELFIA REALENGO,1405,151
199396427,33,3305208,330520805,33052080500,28940090,-22.807374,-42.185354,ASSEMBLEIA,1050,152
218595952,33,3303302,330330205,33033020500,24110010,-22.876761,-43.103162,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO MONTE DA VITORIA,2858,153
43353266,33,3303500,330350005,33035000512,26271250,-22.761398,-43.51167,IGREJA,1024,154
43977429,33,3304557,330455705,33045570515,21031260,-22.848508,-43.258311,XASA ESPIRITA,2168,155
223407102,33,3304904,330490425,33049042500,24750402,-22.858117,-43.034128,IGREJA CASA DE ORACAO VIVENDO EM SANTIDADE,2207,156
40266206,33,3300456,330045605,33004560502,26125070,-22.736163,-43.401752,IGREJA CATOLICA,1169,157
104004383,33,3300704,330070405,33007040500,28921113,-22.85136,-42.025537,CENTRO ESPIRITA,1691,158
197359643,33,3300100,330010010,33001001000,23968000,-23.140198,-44.168356,IGREJA CATOLICA,1631,159
46643431,33,3306008,330600805,33060080500,25808020,-22.103855,-43.2111,IGREJA UNIVERSAL DO REINO DE DEUS,1972,160
46230015,33,3304706,330470650,33047065000,28470000,-21.634818,-42.271639,IGREJA METODISTA,1454,161
40504848,33,3300100,330010025,33001002500,23954065,-23.007543,-44.538041,IGRRJA ASSEMBLEIA DE DEUS AD VISAO,6369,162
198500009,33,3304557,330455705,33045570521,22740220,-22.926004,-43.359685,IGREJA BOAS NOVAS TANQUE,1603,163
47046744,33,3305109,330510905,33051090500,25580300,-22.780468,-43.337994,ASSEMBLEIA DE DEUS FORCA JOVEM EM FE,1586,164
199135498,33,3304904,330490405,33049040500,24461330,-22.803735,-43.038657,MINISTERIO RESGATANDO VIDAS,9911,165
204616064,33,3304557,330455705,33045570536,21042150,-22.863452,-43.243645,ESTACIONAMENTO,2378,166
199272778,33,3304557,330455705,33045570529,22790711,-23.000972,-43.440756,IGREJA UNIVERSAL,2553,167
202391650,33,3301702,330170215,33017021500,25261130,-22.645014,-43.256147,IGREJA AMAM CRESCER,2424,168
42214804,33,3302205,330220530,33022053000,28330000,-21.178761,-42.00186,IGREJA ASSEMBLEIA,12674,169
43919839,33,3304557,330455705,33045570515,21050780,-22.869521,-43.257346,IGREJA,2463,170
198973366,33,3304557,330455705,33045570522,21842600,-22.870952,-43.502795,ASSEMBLEIA DE DEUS,2796,171
41907325,33,3303401,330340130,33034013000,28634410,-22.196587,-42.510268,IGREJA ADVENTISTA DO SETIMO DIA,5682,172
46545109,33,3306305,330630505,33063050500,27286470,-22.493222,-44.040471,CENTRO ESPIRIRA,2953,173
42565192,33,3303302,330330205,33033020500,24110137,-22.871043,-43.098568,IGREJA LIBERTY IGREJA ENGENHOCA,2150,174
44211469,33,3304557,330455705,33045570513,20271063,-22.922224,-43.218156,IGREJA BATISTA,1855,175
224368527,33,3301900,330190015,33019001500,24866003,-22.736649,-42.927228,ORDEM DOS CAVALHEIROS DA LUZ,2566,176
205102587,33,3305802,330580205,33058020500,25974255,-22.37095,-42.978844,IGREJA EVANGELICA CRESCENDO EM CRISTO,1791,177
197558551,33,3302502,330250205,33025020500,25900001,-22.591618,-43.016045,ASSEMBLEIA DE DEUS,8068,178
44987402,33,3304557,330455705,33045570523,23068020,-22.890135,-43.60687,FAMILIA NO ALTAR,2828,179
224533565,33,3304904,330490405,33049040500,24467080,-22.809262,-43.054668,IGREJA EVANGELICA ASSEMBLEIA DE DEUS BERESHITH EM SAO GONCALO,1207,180
197435167,33,3301108,330110815,33011081500,28520000,-21.884042,-42.244649,CAPELA,1840,181
197685092,33,3304201,330420105,33042010500,27525021,-22.484478,-44.495865,IGREJA PENIEL,2135,182
197727463,33,3301108,330110820,33011082000,28510000,-21.899855,-42.410526,CAPELA SAO JOAO BATISTA,4832,183
197926129,33,3303500,330350005,33035000516,26291248,-22.773224,-43.53626,PALACIO DO OXALA,2783,184
46266175,33,3304557,330455705,33045570537,21745440,-22.873303,-43.409226,ASSEMBLEIA DE DEUS A GLORIA DA SEGUNDA CASA,2858,185
40293634,33,3300456,330045605,33004560503,26115721,-22.739262,-43.376371,IGREJA EVANGELICA,2426,186
199093808,33,3304557,330455705,33045570524,23520280,-22.946818,-43.673652,IGREJA ASSEMBLEIA DE DEUS NOVA MARGARIDA,2014,187
46304710,33,3304904,330490405,33049040500,24473510,-22.781548,-43.018603,IGREJA,8302,188
41917094,33,3303500,330350005,33035000510,26281570,-22.740401,-43.470885,IGREJA ASSEMBLEIA DE DEUS,2002,189
223950157,33,3301900,330190005,33019000500,24804177,-22.753294,-42.848942,ASSEMBLEIA DE DEUS MINISTERIO DE ORACAO,1695,190
40277020,33,3300456,330045605,33004560503,26113340,-22.762202,-43.400168,IGREJA MUNDIAL DO PODER DE DEUS,7211,191
199376096,33,3306008,330600805,33060080500,25809230,-22.103271,-43.214663,IM CRISTO A PORTA,9017,192
95202669,33,3302205,330220505,33022050500,28300000,-21.196325,-41.914614,ASSEMBLEIA DE DEUS,8426,193
96322248,33,3304557,330455705,33045570531,23035380,-22.948821,-43.599193,ASSEMBLEIA DE DEUS,1829,194
40723800,33,3301702,330170205,33017020500,25035425,-22.754509,-43.311801,BARRACAO ILE AXE JAGUNA,1921,195
197180990,33,3302601,330260105,33026010500,23860000,-22.94776,-44.012947,ASSEMBLEIA DE DEUS VIDEIRA VETDADEIRA,9815,196
96704668,33,3305109,330510910,33051091000,25545386,-22.77882,-43.391936,IGREJA BATISTA RESTAURADOS PARA ADORAR,9399,197
219345123,33,3300605,330060505,33006050500,28360000,-21.127414,-41.680004,CAPELA DA VILA VICENTINA,7217,198
40279652,33,3300456,330045605,33004560503,26115315,-22.750887,-43.395777,AD MINISTERIO PROFETICO,1528,199
97301974,33,3303500,330350005,33035000521,26062400,-22.63289,-43.417535,IGREJA EVANGELICA,6775,200
224075910,33,3303500,330350005,33035000516,26293444,-22.789307,-43.570826,ILEBABA ODE MIWA,1815,201
198973964,33,3305109,330510905,33051090500,25565430,-22.787478,-43.357374,IGREJA EVANGELICA DE JESUS,2421,202
42334169,33,3302270,330227005,33022700502,26453023,-22.674186,-43.619535,PONTO DE PREGACAO,1798,203
224536786,33,3305208,330520805,33052080508,28948610,-22.821314,-42.130517,SEM NOME,9955,204
205108915,33,3305802,330580205,33058020500,25954215,-22.439088,-42.934918,IGREJA BATISTA MEUDOM,2194,205
40291826,33,3300456,330045605,33004560503,26170070,-22.739028,-43.36419,BARRACAO,2247,206
43290915,33,3303500,330350005,33035000516,26290177,-22.766088,-43.5268,IGREJA ASSEMBLEIA DE DEUS,4731,207
94929430,33,3300456,330045605,33004560505,26183000,-22.720254,-43.338716,ASSEMBLEIA DE DEUS ALFA E OMEGA PRINCINPIO E FIM,1129,208
42024416,33,3302106,330210620,33021062000,28580000,-21.762163,-42.123506,CAPELINHA NOSSA SENHORA DE APARECIDA,1545,209
96043437,33,3304557,330455705,33045570520,21331420,-22.872189,-43.364807,IGREJA CONG BETE SHALON,1833,210
198112570,33,3302700,330270015,33027001500,24922470,-22.945202,-42.699003,IGREJA METODISTA CAMPO MISSIONARIO EM PONTA NEGRA,5087,211
40951734,33,3302007,330200705,33020070500,23819000,-22.83748,-43.802149,IGREJA,1720,212
197610003,33,3302403,330240305,33024030505,27945401,-22.370202,-41.794851,IGREJA,2216,213
42589927,33,3303500,330350005,33035000518,26084170,-22.732943,-43.523106,IGREJA BATISTA,8359,214
204733022,33,3304904,330490405,33049040500,24445710,-22.815812,-43.037177,CENTRO ESPIRITA,2322,215
45502715,33,3304557,330455705,33045570537,21760090,-22.88929,-43.416435,COMUNIDADE CRISTA MINISTERIO PALAVRA ETERNA,2475,216
46445186,33,3305109,330510905,33051090500,25575380,-22.772983,-43.336418,CENTRO ESPIRITA,1263,217
45669468,33,3304904,330490415,33049041500,24722235,-22.801269,-42.981982,MINISTERIO ROMPENDO EM FE,1530,218
42620053,33,3304144,330414405,33041440506,26381420,-22.69734,-43.561042,IGREJA ASSEMBLEIA,2981,219
215595899,33,3304557,330455705,33045570517,20715191,-22.915126,-43.264516,COMUNIDADE BATISTA VIDA NO ENCONTRO,5603,220
46366265,33,3304904,330490410,33049041000,24738799,-22.856701,-42.93873,IGREJA EVANGELICA PENTECOSTAL,2845,221
197727621,33,3303500,330350005,33035000516,26291362,-22.784166,-43.548986,CENTRO DE CANDOBLE,8116,222
216172498,33,3304557,330455705,33045570521,22765560,-22.962733,-43.349042,MUNDO SUPLEMENTO,5869,223
95653622,33,3304003,330400310,33040031000,27185000,-22.599904,-44.035474,IGREJA O BRASIL PARA CRISTO,6062,224
40169213,33,3300456,330045605,33004560501,26135150,-22.75206,-43.410215,PONTO DE PREGACAO,5621,225
40959190,33,3300456,330045605,33004560505,26183440,-22.713604,-43.324242,IGREJA DEUS E AMOR,1178,226
46018465,33,3304904,330490405,33049040500,24455516,-22.813018,-43.025185,IGREJA DE NOVA VIDA NOVA CIDADE,1298,227
199045417,33,3304557,330455705,33045570531,23020700,-22.989394,-43.59238,IGREJA EVANGELICA,5985,228
43048720,33,3303500,330350005,33035000511,26021061,-22.739872,-43.449348,RELIGIOSO,6507,229
43289390,33,3303500,330350005,33035000516,26290096,-22.766372,-43.523781,IGREJA ASSEMB DE DEUS,2502,230
45011922,33,3304557,330455705,33045570521,22780192,-22.955028,-43.391943,IGREJA DEUS E AMOR,6754,231
199138371,33,3304904,330490415,33049041500,24731071,-22.8259,-42.989088,IGREJA EVANGELICA CONGREGACIONAL,4178,232
198248152,33,3303302,330330205,33033020500,24141400,-22.877441,-43.051258,IGREJA EVANGELICA PROJETO VIDEIRA,2608,233
