COD_UNICO_ENDERECO,COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,CEP,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,CAPACIDADE,IDHub
40280203,33,3300456,330045605,33004560503,26116630,-22.748061,-43.390622,ASSEMBLEIA DE DEUS,1423,89
197046841,33,3301702,330170205,33017020500,25025136,-22.780565,-43.317768,ASSEMBLEIA DE DEUS TEMPO DE AVIVAMENTO,1760,90
96039169,33,3304557,330455705,33045570520,21510020,-22.842758,-43.350666,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2813,91
46860654,33,3306107,330610725,33061072500,27600000,-22.234289,-43.788618,IGREJA,1033,92
42790074,33,3304557,330455705,33045570509,22280110,-22.957476,-43.183584,PAROQUIA STA CECILIA E SAO PIO X,5335,93
44520998,33,3304557,330455705,33045570523,23042240,-22.925209,-43.553615,ASSEMBLEIA DE DEUS ROCHA ETERNA,4809,94
41287439,33,3301702,330170210,33017021000,25211300,-22.676969,-43.261084,CENTRO ESPIRITA VOVO CAMBINA DE ANGOLA,8701,95
44570000,33,3304557,330455705,33045570522,21825340,-22.895537,-43.472244,CENTRO DE MACUMBA,2964,96
197155017,33,3301009,330100905,33010090506,28040650,-21.811649,-41.39799,IGREJA,1817,97
40911092,33,3301900,330190018,33019001800,24860420,-22.788225,-42.918585,ASSEMBLEIA DE DEUS,1955,98
95239401,33,3301702,330170215,33017021500,25260160,-22.64479,-43.27061,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,1800,99
41835112,33,3303401,330340105,33034010500,28620000,-22.305943,-42.524104,CENTRO ESPIRITA,2583,100
43049663,33,3303500,330350005,33035000511,26033290,-22.718951,-43.462716,COMUNIDADE NOSSA SENHORA DA CONCEICAO,1800,101
42160173,33,3302502,330250215,33025021500,25926837,-22.708743,-43.160784,FRATERNIDADE ESPIRITA SAO FRANCISCO DE ASSIS,7472,102
99046118,33,3300506,330050620,33005062000,28660000,-22.22556,-42.376917,CAPELA SANTA BARBARA,1229,103
95470790,33,3303500,330350005,33035000512,26275420,-22.752973,-43.503942,ASSEMBLEIA DE DEUS,1479,104
224131480,33,3305109,330510905,33051090500,25571270,-22.765315,-43.33629,IGREJA INTERNACIONAL DA GRACA DE DEUS,11135,105
217121774,33,3304557,330455705,33045570522,21810100,-22.891056,-43.454859,ASSEMBLEIA DE DEUS MINISTERIO EL SHADAY,9687,106
97776886,33,3304300,330430010,33043001000,28800000,-22.789139,-42.539686,IGREJA VENCENDO PELA FE,1424,107
100255529,33,3304557,330455705,33045570529,22753053,-22.978781,-43.336218,IGREJA EVANGELICA RESTAURAMDO VIDAS,2381,108
198257035,33,3304557,330455705,33045570521,22723019,-22.910375,-43.414563,CASA ESPIRITA,2082,109
44140383,33,3304557,330455705,33045570513,20530420,-22.945313,-43.256208,CASA DE CARIDADE GAUISA,9231,110
41155747,33,3301702,330170210,33017021000,25231250,-22.686267,-43.301459,IGREJA BATISTA CENTENARIO PILAR,1692,111
104455305,33,3301009,330100905,33010090506,28010000,-21.776993,-41.381273,CENTRO DE MACUMBA,6163,112
42683835,33,3304201,330420105,33042010500,27511292,-22.469615,-44.453191,IGREJA BATISTA,2995,113
199383632,33,3305554,330555405,33055540500,23891830,-22.726251,-43.653058,IGREJA ASSEMBLEIA,7686,114
224310789,33,3303807,330380705,33038070500,23970000,-23.22576,-44.715627,IGREJA DEUS E AMOR,2666,115
96298046,33,3304557,330455705,33045570529,22790240,-23.009898,-43.443528,IGREJA PERFECT LIBERTY,9375,116
218660673,33,3305208,330520805,33052080509,28943760,-22.850467,-42.04513,ASSEMBLEIA DE DEUS,1962,117
217455654,33,3304904,330490405,33049040500,24467410,-22.802449,-43.04914,MINISTERIO DEUS CONOSCO,3369,118
197157943,33,3301009,330100905,33010090509,28021275,-21.793468,-41.303245,IGREJA BATISTA VILLAGE,1353,119
95204113,33,3302270,330227005,33022700501,26435270,-22.646578,-43.658531,INSTITUTO EVANGELICO,2134,120
202720403,33,3302502,330250205,33025020500,25900835,-22.666994,-43.030366,COMUNUDADE EVANGELICA CRISTA VILA DA PENHA,1223,121
196995313,33,3300407,330040705,33004070513,27351030,-22.529962,-44.203535,IGREJA PENTECOSTAL LUZ DO MUNDO,9722,122
94700968,33,3300407,330040705,33004070501,27345330,-22.543992,-44.178487,ASSEMBLEIA DE DEUS ANO BOM,2432,123
45933626,33,3304557,330455705,33045570535,21061240,-22.859969,-43.271972,CENTRO RELIGIOSO,1241,124
199845692,33,3306206,330620605,33062060500,27700000,-22.416345,-43.735055,CAPELA,2826,125
41718295,33,3303203,330320305,33032030500,26520652,-22.810731,-43.431203,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,1666,126
197609635,33,3301876,330187605,33018760506,28960000,-22.82548,-42.222173,CENTRO ESPIRITA OGUM MATINADA,1584,127
199208833,33,3306305,330630505,33063050500,27277224,-22.48809,-44.135299,IGREJA METODISTA WESLEYANA,3181,128
44318720,33,3304557,330455705,33045570514,20550220,-22.911592,-43.240097,RACIONALISMO CRISTAO,2402,129
46252586,33,3304557,330455705,33045570531,23031320,-22.954239,-43.606529,ASSEMBLEIA DE DEUS SENHOR JUSTICA NOSSA,6876,130
197479216,33,3303500,330350005,33035000518,26085290,-22.716921,-43.524579,IGREJA CRESCENDO NA FE,2203,131
43298206,33,3303500,330350005,33035000516,26295102,-22.805169,-43.587306,IGREJA DE DEUS,1421,132
96549952,33,3304904,330490425,33049042500,24417650,-22.848437,-43.044507,ASSEMBLEIA DE DEUS DE ORACAO MINISTERIO JEOVA SAMA,1071,133
95465251,33,3303500,330350005,33035000510,26010450,-22.754479,-43.42175,IGREJA ASS DE DEUS,1330,134
201494397,33,3300100,330010005,33001000500,23916075,-23.010142,-44.220926,ASSEMBLEIA MINISTERIO DE MADUREIRA,2259,135
198101328,33,3304110,330411005,33041100500,27570000,-22.439281,-44.324052,IGREJA EMBAIXADA DE CRISRO,1729,136
45584333,33,3304904,330490410,33049041000,24755090,-22.86055,-43.010836,IGREJA,4369,137
96076945,33,3304557,330455705,33045570522,21840447,-22.875098,-43.46669,IGREJA DA GRACA,1215,138
197943077,33,3303302,330330205,33033020500,24120015,-22.884176,-43.098483,COMUNIDADE EVANGELICA FIEL,1095,139
45228955,33,3304557,330455705,33045570522,21843652,-22.873492,-43.503116,ASSEMBLEIA DE DEUS,1497,140
196591502,33,3300456,330045605,33004560505,26165570,-22.722867,-43.380172,JESUS,2117,141
44993897,33,3304557,330455705,33045570524,23545280,-22.9674,-43.707395,CASA DE UMBANDA,7404,142
40210449,33,3300456,330045605,33004560501,26140484,-22.739264,-43.425934,IGREJA DOS MILAGRES,9697,143
45185155,33,3304557,330455705,33045570523,23587120,-22.919101,-43.622598,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,1931,144
46958124,33,3305703,330570305,33057030500,28637000,-22.075122,-42.66788,IGREJA,3122,145
198909207,33,3304557,330455705,33045570530,21520440,-22.809602,-43.358245,TERCEIRA IGREJA PRESBITERIANA DA PAVUNA,2902,146
45676375,33,3304904,330490415,33049041500,24722370,-22.797244,-42.968178,ASS DEUS PENTENCOSTAL,6329,147
45740072,33,3304904,330490420,33049042000,24426375,-22.841249,-43.0903,IGREJA FECHADA,4004,148
47059270,33,3305208,330520805,33052080509,28943780,-22.838093,-42.05901,IGREJA ASSEMBLEIA DE DEUS,1261,149
95236373,33,3301702,330170215,33017021500,25264630,-22.645971,-43.242328,TEMPLO EVANGELICO SEGURA NA MAO DE DEUS,2089,150
40937983,33,3302007,330200705,33020070500,23826517,-22.864137,-43.802649,IGREJA MISSIONARIA,1348,151
220468085,33,3303500,330350005,33035000510,26281000,-22.740179,-43.473937,IGREJA EVANGELICA PENTECOSTAL,2633,152
197774651,33,3303203,330320310,33032031000,26515401,-22.81939,-43.426679,IGREJA PENTECOSTAL FONTE DE AGUA VIVA,1022,153
46942286,33,3305109,330510905,33051090500,25515150,-22.803791,-43.363852,LAR BEZERRA DE MENEZES,9290,154
41357271,33,3301702,330170210,33017021000,25040170,-22.750131,-43.309935,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,1448,155
40327532,33,3300456,330045605,33004560504,26193420,-22.746638,-43.345315,ASSEMBLEIA DE DEID,2289,156
218854678,33,3303500,330350005,33035000510,26015041,-22.750589,-43.422931,IGREJA EVANGELICA MINISTERIO SEMEADOR,1997,157
41368629,33,3300704,330070405,33007040500,28922150,-22.841532,-42.029815,SALAO PRA AULAS DOMINICAL,4274,158
40229019,33,3300456,330045605,33004560501,26115470,-22.743207,-43.397371,ASSEMBLEIA DE DEUS,2743,159
46698419,33,3306008,330600805,33060080500,25809510,-22.099378,-43.216669,IGREJA BATISTA DA VITORIA,2380,160
196946183,33,3300233,330023305,33002330500,28956885,-22.75356,-41.97158,IGREJA CATEDRAL ASSEMBLEIA DE DEUS,2631,161
40829172,33,3301900,330190005,33019000500,24812038,-22.753268,-42.868911,IGREJA BATISTA NOVA FILADELFIA,1100,162
199338195,33,3304557,330455705,33045570531,23032152,-22.975572,-43.643252,IGREJA ADVENTISTA DO SETIMO DIA,2401,163
43726414,33,3304557,330455705,33045570520,21540010,-22.856891,-43.347447,CASA DE CANDOMBLE,2187,164
45578973,33,3304904,330490405,33049040500,24460005,-22.815554,-43.040651,IGREJA APOSTOLICA FONTE DA VIDA,2495,165
205196063,33,3306305,330630505,33063050500,27267240,-22.537214,-44.136253,IGREJA ROMPENDO EM FE,1178,166
224374398,33,3302270,330227005,33022700502,26453100,-22.669355,-43.612619,IGREJA,1927,167
223885456,33,3300803,330080305,33008030500,28691420,-22.61029,-42.74141,IGREJA,6353,168
45979479,33,3304557,330455705,33045570530,21532130,-22.819114,-43.360166,CENTRO ESPIRITA,9543,169
197853853,33,3303401,330340105,33034010500,28625530,-22.280582,-42.536908,IGREJA ADVENTISTA DO SETIMO DIA,7238,170
109386705,33,3305604,330560405,33056040500,28820000,-22.696268,-42.429371,ESTABULO,2532,171
218393143,33,3301207,330120705,33012070500,28640000,-21.942094,-42.608587,1 IGREJA EVANGELICA ASSEBLEIA DE DEUS,1132,172
105724230,33,3304904,330490410,33049041000,24755210,-22.86179,-43.017491,IGREJA EVANGELICA,2984,173
44932652,33,3304557,330455705,33045570524,23595240,-22.94037,-43.657012,IGREJA ASSEMBLEIA DE DEUS,9325,174
199850997,33,3306305,330630505,33063050500,27263431,-22.522687,-44.119412,IGREJA NOSSA SENHORA DA CONCEICAO,1272,175
218080602,33,3303302,330330205,33033020500,24130000,-22.879226,-43.082607,ASSEMBLEIA DE DEUS,2332,176
45683833,33,3304904,330490415,33049041500,24727178,-22.784518,-42.947333,CENTRO ESPIRITA,4186,177
197128036,33,3302403,330240305,33024030505,27946830,-22.343847,-41.80235,IGREJA PENTECOSTAL DEUS E AMOR,2458,178
217623308,33,3304904,330490415,33049041500,24723590,-22.811254,-42.962335,IGREJA MARANATA,1697,179
41643148,33,3302700,330270005,33027000500,24931100,-22.933081,-42.872805,COMUNIDADE EVANGELICA REINA SOBRE MIM,2902,180
219320371,33,3301009,330100905,33010090508,28090115,-21.710866,-41.291932,IGREJA ASSEMBLEIA DE DEUS MINISTERIO BRASA VIVA,2422,181
96743778,33,3306008,330600805,33060080500,25821180,-22.136321,-43.173187,IGREJA NOSSA SENHORA DE APARECIDA,2297,182
199283751,33,3304557,330455705,33045570530,21650100,-22.829317,-43.370646,IGREJA,7909,183
198461519,33,3304557,330455705,33045570523,23098006,-22.865033,-43.517956,ASSEMBLEIA DE DEUS AGINDO DEUS QUEM IMPEDIRA,9734,184
106673912,33,3303302,330330205,33033020500,24140390,-22.88634,-43.064955,UNIVERSAL,1412,185
224245511,33,3304557,330455705,33045570527,21640360,-22.826617,-43.390908,IGREJA NOVA JERUSALEM,8052,186
199199284,33,3305604,330560405,33056040500,28820000,-22.657636,-42.394363,IGREJA ASSEMBLEIA DE DEUS,5354,187
198432056,33,3303856,330385605,33038560500,26950000,-22.366907,-43.336936,ASSEMBLEIA DE DEUS MINISTERIO AVIVAMENTO,18306,188
198400727,33,3304557,330455705,33045570531,23035401,-22.952084,-43.607041,IGREJA PENTECOSTAL NOVA FILADELFIA,2784,189
43047265,33,3304201,330420110,33042011000,27536090,-22.456702,-44.432948,ASSEMBLEIA DE DEUS MINISTERIO VIDAS NO ALTAR RESENDE,6693,190
46262357,33,3304557,330455705,33045570531,23030000,-23.0468,-43.554596,ILE OMORODE AXE IYA OMIM,7586,191
40155437,33,3300407,330040705,33004070507,27332400,-22.558006,-44.119833,IGREJA APOSTOLICA TERRA,2700,192
197723539,33,3303500,330350005,33035000516,26296306,-22.796774,-43.604707,CASA DE CANDOMBLE,2364,193
215720127,33,3303302,330330205,33033020500,24140070,-22.873281,-43.051518,IGREJA PENTECOSTAL DO AMOR DE DEUS,7640,194
197230680,33,3301108,330110815,33011081500,28525000,-21.987405,-42.257365,IGREJA ASSEMBLEIA DE DEUS,4033,195
226180870,33,3301702,330170210,33017021000,25235140,-22.687805,-43.248081,IGREJA ASSEMBLEIA DE DEUS SEMEADORES DA PALAVRA,1539,196
197812595,33,3303401,330340120,33034012000,28610000,-22.224782,-42.496691,IGREJA ASSEMBLEIA DE DEUS ALTO CATETE,1737,197
197844014,33,3302700,330270020,33027002000,24936070,-22.959765,-42.978443,ADCOL ITAIPUACU,1176,198
40841041,33,3301900,330190005,33019000500,24802410,-22.724873,-42.820502,IGREJA NOVA ALIANCA,1487,199
107476585,33,3304557,330455705,33045570517,20715191,-22.91656,-43.268224,ASSEMBLEIA DE DEUS JESUS A VIDA,7811,200
40325378,33,3300456,330045605,33004560504,26113733,-22.719777,-43.32539,CENTRO ESPIRITA,2823,201
215211615,33,3300704,330070420,33007042000,28925818,-22.604754,-42.002849,IGREJA CEAM,1807,202
41556710,33,3301702,330170215,33017021500,25270274,-22.608897,-43.235182,PAROQUIA NOSSA SENHORA DE FATIMA,2425,203
40311008,33,3300456,330045605,33004560504,26195440,-22.757503,-43.359209,ASSEMBLEIA DE DEUS FONTE DA AGUA,2111,204
196832248,33,3300209,330020905,33002090500,28984490,-22.848648,-42.32849,TEMPLO EVANGELICO ARCO IRIS PODEROSOS DO PODER,1152,205
96058414,33,3304557,330455705,33045570521,22740000,-22.956888,-43.33258,IGREJA ASSEMBLEIA DE DEUS CONGREGACAO DE MADUREIRA,1495,206
42854656,33,3304557,330455705,33045570509,22211140,-22.92225,-43.176723,IGREJA INTERNACIONAL DA GRACA DE DEUS,2890,207
222965530,33,3302403,330240305,33024030505,27910000,-22.358144,-41.789051,IGREJA ASSEMBLEIA,1462,208
224705151,33,3303302,330330205,33033020500,24050105,-22.870632,-43.115878,ASSEMBLEIA DE DEUS MENSAGEIRO DA ULTIMA HORA,1393,209
42621962,33,3304144,330414405,33041440506,26383510,-22.706945,-43.564303,IGREJA EVANGELICA PERSEVERANDO COM FE,2782,210
42942388,33,3303500,330350005,33035000518,26087287,-22.708334,-43.531266,ASSEMBLEIA DE DEUS MIMISTERIO DA RECONCILIACAO EM FAMILIA,1394,211
44977776,33,3304557,330455705,33045570523,23060270,-22.90587,-43.600131,IGREJA BATISTA PALAVRA VIVA,2431,212
220769382,33,3302007,330200705,33020070500,23820275,-22.859625,-43.778738,IGUAIENSE,1872,213
41667160,33,3303302,330330205,33033020500,24130246,-22.877038,-43.084634,IGREJA PRESBITERIANA RENOVADA REVIVER,2068,214
198536470,33,3304557,330455705,33045570517,22723105,-22.917148,-43.28196,IGREJA EVANGELICA,1378,215
199631785,33,3305000,330500010,33050001000,28200000,-21.807661,-41.141248,IGREJA CATOLICA,2489,216
46572149,33,3305505,330550505,33055050500,28991424,-22.906125,-42.468672,CENTRO ESPIRITA CASA DE OGUM,9598,217
98814343,33,3303609,330360905,33036090500,26600000,-22.6774,-43.812056,IGREJA ASSEMBLEIA DE DEUS,2330,218
197562956,33,3300704,330070420,33007042000,28921991,-22.724697,-41.991032,ASSEMBLEIA DE DEUS,2329,219
198018099,33,3303856,330385605,33038560500,26950000,-22.40929,-43.344544,IGREJA DEUS E AMOR,7943,220
45342547,33,3304557,330455705,33045570523,23092031,-22.876911,-43.525765,IGREJA MUNDIAL DO PODER DE DEUS,8888,221
202373809,33,3301702,330170215,33017021500,25267080,-22.641553,-43.246374,COMUNIDADE EVANGELICA TERRA NOVA,1970,222
41153654,33,3301702,330170210,33017021000,25233180,-22.701237,-43.303675,ILE AXE OXUM,10693,223
226232006,33,3303500,330350005,33035000517,26298538,-22.833454,-43.628889,CENTRO ESPIRITA,9671,224
99221156,33,3304300,330430005,33043000500,28800000,-22.778499,-42.637307,IGREJA,8878,225
41925717,33,3303500,330350005,33035000510,26015042,-22.750221,-43.422697,IGREJA SAO COSME E DAMIAO,7676,226
95465423,33,3303500,330350005,33035000510,26010450,-22.754437,-43.420974,IGREJA BATISTA,5664,227
44480188,33,3304557,330455705,33045570511,22451220,-22.983296,-43.238819,IGREJA SANTA IGNEZ,3378,228
214735108,33,3302700,330270005,33027000500,24912475,-22.894963,-42.833486,IGREJA ASSEMBLEIA DE DEUS PENTECOSTAL,7521,229
199284558,33,3306206,330620605,33062060500,27700000,-22.415151,-43.651205,ASSEMBLEIA DE DEUS MADUREIRA,1129,230
