COD_UNICO_ENDERECO,COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,CEP,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,CAPACIDADE,IDHub
218120293,33,3305505,330550505,33055050500,28992263,-22.904588,-42.411835,IGREJA EVANGELICA MISSIONARIA JESUS E VIDA,1682,34
46368498,33,3304557,330455705,33045570531,23030460,-22.956934,-43.585178,IGREJA,18683,35
43712697,33,3304557,330455705,33045570520,21510103,-22.850735,-43.349843,IGREJA,4807,36
204100448,33,3304557,330455705,33045570523,23097580,-22.856914,-43.533356,PRIMEIRA IGREJA PENTECOSTAL AMOR E FE,2774,37
199202710,33,3304904,330490405,33049040500,24455516,-22.813066,-43.024866,ASSEMBLEIA DE DEUS MINISTERIO PORTA DA FE,8062,38
219056355,33,3303401,330340105,33034010500,28623400,-22.302836,-42.540094,IGREJA PRESBITERIANA RENOVADA REVIVER,1240,39
41440207,33,3301009,330100905,33010090508,28073730,-21.705182,-41.312374,ASSEMBLEIA DE DEUS CONGREGACAO,1607,40
204333721,33,3304557,330455705,33045570527,21630120,-22.828752,-43.4137,IGREJA EVANGELICA PEBTENCOSTAL MISSUONARIO EMANUEL,8127,41
95268695,33,3302502,330250205,33025020500,25908734,-22.659258,-43.029701,IGREJA ASSEMBLEIA DE DEUS MINISTERIO GUARDIOS DA FE,14772,42
40821236,33,3301900,330190005,33019000500,24800217,-22.744266,-42.854899,IGREJA,2515,43
40167625,33,3300456,330045605,33004560501,26130400,-22.762494,-43.412751,IGREJA EVANGELICA ASSEB DE DEUS NA PRATA,2233,44
94956261,33,3301009,330100905,33010090507,28027005,-21.767353,-41.32929,GRUPO ESPIRITA,4242,45
205207980,33,3306107,330610710,33061071000,27600000,-22.340239,-43.678415,CONGREGACAO ASSEMBLEIA DE DEUS,1135,46
197442483,33,3303500,330350005,33035000512,26271030,-22.765483,-43.510569,ASSEMBLEIA DE DEUS,1875,47
203354923,33,3303906,330390610,33039061000,25710265,-22.459384,-43.140267,OBRA DE RESTAURACAO,17760,48
45678153,33,3304904,330490415,33049041500,24726460,-22.79032,-42.960229,IGREJA ASSEMBLEIA,10000000,49
46816867,33,3305000,330500010,33050001000,28200000,-21.759112,-41.150945,IGREJA PENTECOSTAL JESUS E BOM,10000000,50
